year,team,purse_spent,purse_left,player_id,player_name,player_fullname,birthdate,type,cost_inr_lakh,cost_usd,status,transferred,overseas,sold_price_in_cr,sold_price
2017,Rising Pune Supergiants,65.7 cr,0.3 cr,215155,Usman Khawaja,Usman Khawaja,,BAT,100,149000,Retained,FALSE,TRUE,1,10000000
2017,Rising Pune Supergiants,65.7 cr,0.3 cr,227712,Ashok Dinda,Ashok Dinda,,BOW,50,74000,Retained,FALSE,FALSE,0.5,5000000
2017,Rising Pune Supergiants,65.7 cr,0.3 cr,26421,R Ashwin,R Ashwin,,BOW,750,1119000,Retained,FALSE,FALSE,7.5,75000000
2017,Rising Pune Supergiants,65.7 cr,0.3 cr,267192,Steven Smith,Steven Smith,,BAT,550,820000,Retained,FALSE,TRUE,5.5,55000000
2017,Rising Pune Supergiants,65.7 cr,0.3 cr,26907,Rajat Bhatia,Rajat Bhatia,,BOW,60,89000,Retained,FALSE,FALSE,0.6,6000000
2017,Rising Pune Supergiants,65.7 cr,0.3 cr,272450,Mitchell Marsh,Mitchell Marsh,,AR,480,716000,Retained,FALSE,TRUE,4.8,48000000
2017,Rising Pune Supergiants,65.7 cr,0.3 cr,277916,Ajinkya Rahane,Ajinkya Rahane,,BAT,950,1417000,Retained,FALSE,FALSE,9.5,95000000
2017,Rising Pune Supergiants,65.7 cr,0.3 cr,28081,MS Dhoni,MS Dhoni,,WK,1250,1865000,Retained,FALSE,FALSE,12.5,125000000
2017,Rising Pune Supergiants,65.7 cr,0.3 cr,379504,Adam Zampa,Adam Zampa,,BOW,30,44000,Retained,FALSE,TRUE,0.3,3000000
2017,Rising Pune Supergiants,65.7 cr,0.3 cr,398438,Mayank Agarwal,Mayank Agarwal,,BAT,160,238000,Retained,FALSE,FALSE,1.6,16000000
2017,Rising Pune Supergiants,65.7 cr,0.3 cr,422992,Ankit Sharma,Ankit Sharma,,BOW,10,14000,Retained,FALSE,FALSE,0.1,1000000
2017,Rising Pune Supergiants,65.7 cr,0.3 cr,447261,Deepak Chahar,Deepak Chahar,,BOW,10,14000,Retained,FALSE,FALSE,0.1,1000000
2017,Rising Pune Supergiants,65.7 cr,0.3 cr,447439,Ishwar Pandey,Ishwar Pandey,,BOW,20,29000,Retained,FALSE,FALSE,0.2,2000000
2017,Rising Pune Supergiants,65.7 cr,0.3 cr,44828,Faf du Plessis,Faf du Plessis,,BAT,400,597000,Retained,FALSE,TRUE,4,40000000
2017,Rising Pune Supergiants,65.7 cr,0.3 cr,477071,Baba Aparajith,Baba Aparajith,,BAT,10,14000,Retained,FALSE,FALSE,0.1,1000000
2017,Rising Pune Supergiants,65.7 cr,0.3 cr,543922,Jaskaran Singh,Jaskaran Singh,,BOW,10,14000,Retained,FALSE,FALSE,0.1,1000000
2017,Rising Pune Supergiants,65.7 cr,0.3 cr,604534,Ankush Bains,Ankush Bains,,WK,10,14000,Retained,FALSE,FALSE,0.1,1000000
2017,Gujarat Lions,55.5 cr,10.5 cr,1079668,Shubham Agarwal,Shubham Agarwal,,AR,10,14000,New,FALSE,FALSE,0.1,1000000
2017,Gujarat Lions,55.5 cr,10.5 cr,1082859,Tejas Baroka,Tejas Baroka,,BOW,10,14000,New,FALSE,FALSE,0.1,1000000
2017,Gujarat Lions,55.5 cr,10.5 cr,1083464,Pratham Singh,Pratham Singh,,AR,10,14000,New,FALSE,FALSE,0.1,1000000
2017,Gujarat Lions,55.5 cr,10.5 cr,298438,Jason Roy,Jason Roy,,BAT,100,149000,New,FALSE,TRUE,1,10000000
2017,Gujarat Lions,55.5 cr,10.5 cr,317293,Manpreet Gony,Manpreet Gony,,BOW,60,89000,New,FALSE,FALSE,0.6,6000000
2017,Gujarat Lions,55.5 cr,10.5 cr,32965,Munaf Patel,Munaf Patel,,BOW,30,44000,New,FALSE,FALSE,0.3,3000000
2017,Gujarat Lions,55.5 cr,10.5 cr,500360,Akshdeep Nath,Akshdeep Nath,,AR,10,14000,New,FALSE,FALSE,0.1,1000000
2017,Gujarat Lions,55.5 cr,10.5 cr,534734,Chirag Suri,Chirag Suri,,BAT,10,14000,New,FALSE,TRUE,0.1,1000000
2017,Gujarat Lions,55.5 cr,10.5 cr,626295,Shelley Shaurya,Shelley Shaurya,,BOW,10,14000,New,FALSE,FALSE,0.1,1000000
2017,Gujarat Lions,55.5 cr,10.5 cr,732291,Basil Thampi,Basil Thampi,,BOW,85,126000,New,FALSE,FALSE,0.85,8500000
2017,Gujarat Lions,55.5 cr,10.5 cr,853259,Nathu Singh,Nathu Singh,,BOW,50,74000,New,FALSE,FALSE,0.5,5000000
2017,Gujarat Lions,55.5 cr,10.5 cr,234675,Ravindra Jadeja,Ravindra Jadeja,,AR,950,1417000,Retained,FALSE,FALSE,9.5,95000000
2017,Gujarat Lions,55.5 cr,10.5 cr,270484,James Faulkner,James Faulkner,,AR,750,1119000,Retained,FALSE,TRUE,7.5,75000000
2017,Gujarat Lions,55.5 cr,10.5 cr,277955,Dhawal Kulkarni,Dhawal Kulkarni,,BOW,200,298000,Retained,FALSE,FALSE,2,20000000
2017,Gujarat Lions,55.5 cr,10.5 cr,279545,Pradeep Sangwan,Pradeep Sangwan,,BOW,20,29000,Retained,FALSE,FALSE,0.2,2000000
2017,Gujarat Lions,55.5 cr,10.5 cr,29655,Shadab Jakati,Shadab Jakati,,BOW,20,29000,Retained,FALSE,FALSE,0.2,2000000
2017,Gujarat Lions,55.5 cr,10.5 cr,30045,Dinesh Karthik,Dinesh Karthik,,WK,230,343000,Retained,FALSE,FALSE,2.3,23000000
2017,Gujarat Lions,55.5 cr,10.5 cr,30732,Praveen Kumar,Praveen Kumar,,BOW,350,522000,Retained,FALSE,FALSE,3.5,35000000
2017,Gujarat Lions,55.5 cr,10.5 cr,33335,Suresh Raina,Suresh Raina,,BAT,1250,1865000,Retained,FALSE,FALSE,12.5,125000000
2017,Gujarat Lions,55.5 cr,10.5 cr,34997,Jaydev Shah,Jaydev Shah,,BAT,20,29000,Retained,FALSE,FALSE,0.2,2000000
2017,Gujarat Lions,55.5 cr,10.5 cr,37737,Brendon McCullum,Brendon McCullum,,BAT,550,820000,Retained,FALSE,TRUE,5.5,55000000
2017,Gujarat Lions,55.5 cr,10.5 cr,459508,Andrew Tye,Andrew Tye,,BOW,50,74000,Retained,FALSE,TRUE,0.5,5000000
2017,Gujarat Lions,55.5 cr,10.5 cr,51439,Dwayne Bravo,Dwayne Bravo,,AR,400,597000,Retained,FALSE,TRUE,4,40000000
2017,Gujarat Lions,55.5 cr,10.5 cr,53118,Dwayne Smith,Dwayne Smith,,AR,230,343000,Retained,FALSE,TRUE,2.3,23000000
2017,Gujarat Lions,55.5 cr,10.5 cr,5334,Aaron Finch,Aaron Finch,,BAT,100,149000,Retained,FALSE,TRUE,1,10000000
2017,Gujarat Lions,55.5 cr,10.5 cr,720471,Ishan Kishan,Ishan Kishan,,WK,35,52000,Retained,FALSE,FALSE,0.35,3500000
2017,Gujarat Lions,55.5 cr,10.5 cr,917213,Shivil Kaushik,Shivil Kaushik,,BOW,10,14000,Retained,FALSE,FALSE,0.1,1000000
