year,team,purse_spent,purse_left,player_id,player_name,player_fullname,birthdate,type,cost_inr_lakh,cost_usd,,,status,transferred,overseas,sold_price_in_cr,sold_price
2021,Mumbai Indians,81.35 cr,3.65 cr,34102,Rohit Sharma,Rohit Sharma,,BAT,1500,2054000,,2054000000,Retained,FALSE,FALSE,15,150000000
2021,Mumbai Indians,81.35 cr,3.65 cr,35390,Saurabh Tiwary,Saurabh Tiwary,,BAT,50,68000,,68000000,Retained,FALSE,FALSE,0.5,5000000
2021,Mumbai Indians,81.35 cr,3.65 cr,355269,James Neesham,James Neesham,,AR,50,68000,,68000000,New,FALSE,TRUE,0.5,5000000
2021,Mumbai Indians,81.35 cr,3.65 cr,379143,Quinton de Kock,Quinton de Kock,,BAT/WK,280,383000,,383000000,Retained,FALSE,TRUE,2.8,28000000
2021,Mumbai Indians,81.35 cr,3.65 cr,446507,Suryakumar Yadav,Suryakumar Yadav,,BAT,320,438000,,438000000,Retained,FALSE,FALSE,3.2,32000000
2021,Mumbai Indians,81.35 cr,3.65 cr,447587,Jayant Yadav,Jayant Yadav,,AR,50,68000,,68000000,Retained,FALSE,FALSE,0.5,5000000
2021,Mumbai Indians,81.35 cr,3.65 cr,450860,Adam Milne,Adam Milne,,BOW,320,438000,,438000000,New,FALSE,TRUE,3.2,32000000
2021,Mumbai Indians,81.35 cr,3.65 cr,471342,Krunal Pandya,Krunal Pandya,,AR,880,1205000,,1205000000,Retained,FALSE,FALSE,8.8,88000000
2021,Mumbai Indians,81.35 cr,3.65 cr,625371,Hardik Pandya,Hardik Pandya,,AR,1100,1506000,,1506000000,Retained,FALSE,FALSE,11,110000000
2021,Mumbai Indians,81.35 cr,3.65 cr,625383,Jasprit Bumrah,Jasprit Bumrah,,BOW,700,958000,,958000000,Retained,FALSE,FALSE,7,70000000
2021,Mumbai Indians,81.35 cr,3.65 cr,696401,Marco Jansen,Marco Jansen,,AR,20,27000,,27000000,New,FALSE,TRUE,0.2,2000000
2021,Mumbai Indians,81.35 cr,3.65 cr,720471,Ishan Kishan,Ishan Kishan,,BAT/WK,620,849000,,849000000,Retained,FALSE,FALSE,6.2,62000000
2021,Mumbai Indians,81.35 cr,3.65 cr,851261,Anmolpreet Singh,Anmolpreet Singh,,BAT,80,109000,,109000000,Retained,FALSE,FALSE,0.8,8000000
2021,Sunrisers Hyderabad,78.05 cr,6.95 cr,1070180,Priyam Garg,Priyam Garg,,BAT,190,260000,,260000000,Retained,FALSE,FALSE,1.9,19000000
2021,Sunrisers Hyderabad,78.05 cr,6.95 cr,1070183,Abhishek Sharma,Abhishek Sharma,,AR,55,75000,,75000000,Retained,FALSE,FALSE,0.55,5500000
2021,Sunrisers Hyderabad,78.05 cr,6.95 cr,1175485,Abdul Samad,Abdul Samad,,AR,20,27000,,27000000,Retained,FALSE,FALSE,0.2,2000000
2021,Sunrisers Hyderabad,78.05 cr,6.95 cr,219889,David Warner,David Warner,,BAT,1250,1712000,,1712000000,Retained,FALSE,TRUE,12.5,125000000
2021,Sunrisers Hyderabad,78.05 cr,6.95 cr,25913,Mohammad Nabi,Mohammad Nabi,,AR,100,136000,,136000000,Retained,FALSE,TRUE,1,10000000
2021,Sunrisers Hyderabad,78.05 cr,6.95 cr,272450,Mitchell Marsh,Mitchell Marsh,,AR,200,273000,,273000000,Retained,FALSE,TRUE,2,20000000
2021,Sunrisers Hyderabad,78.05 cr,6.95 cr,277906,Kane Williamson,Kane Williamson,,BAT,300,410000,,410000000,Retained,FALSE,TRUE,3,30000000
2021,Sunrisers Hyderabad,78.05 cr,6.95 cr,279810,Wriddhiman Saha,Wriddhiman Saha,,BAT/WK,120,164000,,164000000,Retained,FALSE,FALSE,1.2,12000000
2021,Sunrisers Hyderabad,78.05 cr,6.95 cr,290630,Manish Pandey,Manish Pandey,,BAT,1100,1506000,,1506000000,Retained,FALSE,FALSE,11,110000000
2021,Sunrisers Hyderabad,78.05 cr,6.95 cr,290716,Kedar Jadhav,Kedar Jadhav,,AR,200,273000,,273000000,New,FALSE,FALSE,2,20000000
2021,Sunrisers Hyderabad,78.05 cr,6.95 cr,297433,Jonny Bairstow,Jonny Bairstow,,BAT/WK,220,301000,,301000000,Retained,FALSE,TRUE,2.2,22000000
2021,Sunrisers Hyderabad,78.05 cr,6.95 cr,302579,Shreevats Goswami,Shreevats Goswami,,BAT/WK,100,136000,,136000000,Retained,FALSE,FALSE,1,10000000
2021,Sunrisers Hyderabad,78.05 cr,6.95 cr,31872,Shahbaz Nadeem,Shahbaz Nadeem,,BOW,320,438000,,438000000,Retained,FALSE,FALSE,3.2,32000000
2021,Sunrisers Hyderabad,78.05 cr,6.95 cr,326016,Bhuvneshwar Kumar,Bhuvneshwar Kumar,,BOW,850,1164000,,1164000000,Retained,FALSE,FALSE,8.5,85000000
2021,Sunrisers Hyderabad,78.05 cr,6.95 cr,326017,Siddarth Kaul,Siddarth Kaul,,BOW,380,520000,,520000000,Retained,FALSE,FALSE,3.8,38000000
2021,Sunrisers Hyderabad,78.05 cr,6.95 cr,391485,Jason Holder,Jason Holder,,AR,75,102000,,102000000,Retained,FALSE,TRUE,0.75,7500000
2021,Sunrisers Hyderabad,78.05 cr,6.95 cr,438362,Sandeep Sharma,Sandeep Sharma,,BOW,300,410000,,410000000,Retained,FALSE,FALSE,3,30000000
2021,Sunrisers Hyderabad,78.05 cr,6.95 cr,477021,Vijay Shankar,Vijay Shankar,,AR,320,438000,,438000000,Retained,FALSE,FALSE,3.2,32000000
2021,Sunrisers Hyderabad,78.05 cr,6.95 cr,527663,Jagadeesha Suchith,Jagadeesha Suchith,,BOW,30,41000,,41000000,New,FALSE,FALSE,0.3,3000000
2021,Sunrisers Hyderabad,78.05 cr,6.95 cr,720465,Virat Singh,Virat Singh,,BAT,190,260000,,260000000,Retained,FALSE,FALSE,1.9,19000000
2021,Sunrisers Hyderabad,78.05 cr,6.95 cr,732291,Basil Thampi,Basil Thampi,,BOW,95,130000,,130000000,Retained,FALSE,FALSE,0.95,9500000
2021,Sunrisers Hyderabad,78.05 cr,6.95 cr,793463,Rashid Khan,Rashid Khan,,BOW,900,1232000,,1232000000,Retained,FALSE,TRUE,9,90000000
2021,Sunrisers Hyderabad,78.05 cr,6.95 cr,802575,T Natarajan,T Natarajan,,BOW,40,54000,,54000000,Retained,FALSE,FALSE,0.4,4000000
2021,Sunrisers Hyderabad,78.05 cr,6.95 cr,942645,Khaleel Ahmed,Khaleel Ahmed,,BOW,300,410000,,410000000,Retained,FALSE,FALSE,3,30000000
2021,Sunrisers Hyderabad,78.05 cr,6.95 cr,974109,Mujeeb Ur Rahman,Mujeeb Ur Rahman,,BOW,150,205000,,205000000,New,FALSE,TRUE,1.5,15000000
