year,team,purse_spent,purse_left,player_id,player_name,player_fullname,birthdate,type,cost_inr_lakh,cost_usd_000,status,transferred,overseas,sold_price_in_cr,sold_price
2023,Sunrisers Hyderabad,88.45 cr,6.55 cr,1132219,Sanvir Singh,Sanvir Singh,,AR,20,24,New,False,False,0.2,2000000
2023,Sunrisers Hyderabad,88.45 cr,6.55 cr,1175496,Nitish Kumar Reddy,Nitish Kumar Reddy,,BAT/WK,20,24,New,False,False,0.2,2000000
2023,Sunrisers Hyderabad,88.45 cr,6.55 cr,851261,Anmolpreet Singh,Anmolpreet Singh,,BAT,20,24,New,False,False,0.2,2000000
2023,Sunrisers Hyderabad,88.45 cr,6.55 cr,853859,Samarth Vyas,Samarth Vyas,,AR,20,24,New,False,False,0.2,2000000
2023,Lucknow Super Giants,91.45 cr,3.55 cr,422108,KL Rahul,KL Rahul,,BAT/WK,1700,2073,Retained,False,False,17.0,170000000
2023,Lucknow Super Giants,91.45 cr,3.55 cr,604302,Nicholas Pooran,Nicholas Pooran,,BAT/WK,1600,1951,New,False,True,16.0,160000000
2023,Lucknow Super Giants,91.45 cr,3.55 cr,325012,Marcus Stoinis,Marcus Stoinis,,AR,1000,1219,Retained,False,True,10.0,100000000
2023,Lucknow Super Giants,91.45 cr,3.55 cr,694211,Avesh Khan,Avesh Khan,,BOW,1000,1219,Retained,False,False,10.0,100000000
2023,Lucknow Super Giants,91.45 cr,3.55 cr,471342,Krunal Pandya,Krunal Pandya,,AR,825,1006,Retained,False,False,8.25,82500000
2023,Lucknow Super Giants,91.45 cr,3.55 cr,351588,Mark Wood,Mark Wood,,BOW,750,914,Retained,False,True,7.5,75000000
2023,Lucknow Super Giants,91.45 cr,3.55 cr,379143,Quinton de Kock,Quinton de Kock,,BAT/WK,675,823,Retained,False,True,6.75,67500000
2023,Lucknow Super Giants,91.45 cr,3.55 cr,497121,Deepak Hooda,Deepak Hooda,,AR,575,701,Retained,False,False,5.75,57500000
2023,Lucknow Super Giants,91.45 cr,3.55 cr,1175441,Ravi Bishnoi,Ravi Bishnoi,,BOW,400,487,Retained,False,False,4.0,40000000
2023,Lucknow Super Giants,91.45 cr,3.55 cr,424377,Krishnappa Gowtham,Krishnappa Gowtham,,AR,90,109,Retained,False,False,0.9,9000000
2023,Lucknow Super Giants,91.45 cr,3.55 cr,826901,Daniel Sams,Daniel Sams,,AR,75,91,New,False,True,0.75,7500000
2023,Lucknow Super Giants,91.45 cr,3.55 cr,31107,Amit Mishra,Amit Mishra,,BOW,50,60,New,False,False,0.5,5000000
2023,Lucknow Super Giants,91.45 cr,3.55 cr,348056,Kyle Mayers,Kyle Mayers,,AR,50,60,Retained,False,True,0.5,5000000
2023,Lucknow Super Giants,91.45 cr,3.55 cr,390484,Jaydev Unadkat,Jaydev Unadkat,,BOW,50,60,New,False,False,0.5,5000000
2023,Lucknow Super Giants,91.45 cr,3.55 cr,677077,Romario Shepherd,Romario Shepherd,,AR,50,60,New,False,True,0.5,5000000
2023,Lucknow Super Giants,91.45 cr,3.55 cr,793447,Naveen-ul-Haq,Naveen-ul-Haq,,BOW,50,60,New,False,True,0.5,5000000
2023,Lucknow Super Giants,91.45 cr,3.55 cr,1070196,Yash Thakur,Yash Thakur,,BOW,45,54,New,False,False,0.45,4500000
2023,Lucknow Super Giants,91.45 cr,3.55 cr,1132005,Mohsin Khan,Mohsin Khan,,BOW,20,24,Retained,False,False,0.2,2000000
2023,Lucknow Super Giants,91.45 cr,3.55 cr,1151270,Ayush Badoni,Ayush Badoni,,AR,20,24,Retained,False,False,0.2,2000000
2023,Lucknow Super Giants,91.45 cr,3.55 cr,1206052,Yudhvir Charak,Yudhvir Charak,,AR,20,24,New,False,False,0.2,2000000
2023,Lucknow Super Giants,91.45 cr,3.55 cr,1246518,Karan Sharma,Karan Sharma,,AR,20,24,Retained,False,False,0.2,2000000
2023,Lucknow Super Giants,91.45 cr,3.55 cr,1292563,Mayank Yadav,Mayank Yadav,,BOW,20,24,Retained,False,False,0.2,2000000
2023,Lucknow Super Giants,91.45 cr,3.55 cr,232292,Swapnil Singh,Swapnil Singh,,AR,20,24,New,False,False,0.2,2000000
2023,Lucknow Super Giants,91.45 cr,3.55 cr,532856,Manan Vohra,Manan Vohra,,BAT,20,24,Retained,False,False,0.2,2000000
2023,Lucknow Super Giants,91.45 cr,3.55 cr,956871,Prerak Mankad,Prerak Mankad,,AR,20,24,New,False,False,0.2,2000000
2023,Gujarat Titans,90.55 cr,4.45 cr,625371,Hardik Pandya,Hardik Pandya,,AR,1500,1829,Retained,False,False,15.0,150000000
2023,Gujarat Titans,90.55 cr,4.45 cr,793463,Rashid Khan,Rashid Khan,,BOW,1500,1829,Retained,False,True,15.0,150000000
2023,Gujarat Titans,90.55 cr,4.45 cr,423838,Rahul Tewatia,Rahul Tewatia,,AR,900,1097,Retained,False,False,9.0,90000000
2023,Gujarat Titans,90.55 cr,4.45 cr,1070173,Shubman Gill,Shubman Gill,,BAT,800,975,Retained,False,False,8.0,80000000
2023,Gujarat Titans,90.55 cr,4.45 cr,481896,Mohammed Shami,Mohammed Shami,,BOW,625,762,Retained,False,False,6.25,62500000
2023,Gujarat Titans,90.55 cr,4.45 cr,1079848,Shivam Mavi,Shivam Mavi,,BOW,600,731,New,False,False,6.0,60000000
2023,Gujarat Titans,90.55 cr,4.45 cr,928067,Joshua Little,Joshua Little,,BOW,440,536,New,False,True,4.4,44000000
2023,Gujarat Titans,90.55 cr,4.45 cr,1159720,Yash Dayal,Yash Dayal,,BOW,320,390,Retained,False,False,3.2,32000000
2023,Gujarat Titans,90.55 cr,4.45 cr,1048739,R Sai Kishore,R Sai Kishore,,BOW,300,365,Retained,False,False,3.0,30000000
2023,Gujarat Titans,90.55 cr,4.45 cr,321777,David Miller,David Miller,,BAT,300,365,Retained,False,True,3.0,30000000
2023,Gujarat Titans,90.55 cr,4.45 cr,778963,Abhinav Manohar,Abhinav Manohar,,BAT,260,317,Retained,False,False,2.6,26000000
2023,Gujarat Titans,90.55 cr,4.45 cr,230193,Matthew Wade,Matthew Wade,,BAT/WK,240,292,Retained,False,True,2.4,24000000
2023,Gujarat Titans,90.55 cr,4.45 cr,670031,Alzarri Joseph,Alzarri Joseph,,BOW,240,292,Retained,False,True,2.4,24000000
2023,Gujarat Titans,90.55 cr,4.45 cr,277906,Kane Williamson,Kane Williamson,,BAT,200,243,New,False,True,2.0,20000000
2023,Gujarat Titans,90.55 cr,4.45 cr,279810,Wriddhiman Saha,Wriddhiman Saha,,BAT/WK,190,231,Retained,False,False,1.9,19000000
2023,Gujarat Titans,90.55 cr,4.45 cr,447587,Jayant Yadav,Jayant Yadav,,AR,170,207,Retained,False,False,1.7,17000000
2023,Gujarat Titans,90.55 cr,4.45 cr,477021,Vijay Shankar,Vijay Shankar,,AR,140,170,Retained,False,False,1.4,14000000
2023,Gujarat Titans,90.55 cr,4.45 cr,529436,Srikar Bharat,Srikar Bharat,,BAT/WK,120,146,New,False,False,1.2,12000000
2023,Gujarat Titans,90.55 cr,4.45 cr,537119,Mohit Sharma,Mohit Sharma,,BOW,50,60,New,False,False,0.5,5000000
2023,Gujarat Titans,90.55 cr,4.45 cr,820691,Odean Smith,Odean Smith,,AR,50,60,New,False,True,0.5,5000000
2023,Gujarat Titans,90.55 cr,4.45 cr,1182529,Noor Ahmad,Noor Ahmad,,BOW,30,36,Retained,False,True,0.3,3000000
2023,Gujarat Titans,90.55 cr,4.45 cr,1111917,Darshan Nalkande,Darshan Nalkande,,AR,20,24,Retained,False,False,0.2,2000000
2023,Gujarat Titans,90.55 cr,4.45 cr,1131570,Urvil Patel,Urvil Patel,,BAT/WK,20,24,New,False,False,0.2,2000000
2023,Gujarat Titans,90.55 cr,4.45 cr,1151288,Sai Sudharsan,Sai Sudharsan,,AR,20,24,Retained,False,False,0.2,2000000
2023,Gujarat Titans,90.55 cr,4.45 cr,279545,Pradeep Sangwan,Pradeep Sangwan,,AR,20,24,Retained,False,False,0.2,2000000
