year,team,purse_spent,purse_left,player_id,player_name,player_fullname,birthdate,type,cost_inr_lakh,cost_usd_000,status,transferred,overseas
2020,Chennai Super Kings,84.85 cr,0.15 cr,40618,Imran Tahir,Imran Tahir,,BOW,100,140,Retained,FALSE,TRUE
2020,Chennai Super Kings,84.85 cr,0.15 cr,447261,Deepak Chahar,Deepak Chahar,,AR,80,112,Retained,FALSE,FALSE
2020,Chennai Super Kings,84.85 cr,0.15 cr,44828,Faf du Plessis,Faf du Plessis,,BAT,160,225,Retained,FALSE,TRUE
2020,Chennai Super Kings,84.85 cr,0.15 cr,475281,Shardul Thakur,Shardul Thakur,,BOW,260,366,Retained,FALSE,FALSE
2020,Chennai Super Kings,84.85 cr,0.15 cr,502714,Mitchell Santner,Mitchell Santner,,AR,50,70,Retained,FALSE,TRUE
2020,Chennai Super Kings,84.85 cr,0.15 cr,51439,Dwayne Bravo,Dwayne Bravo,,AR,640,901,Retained,FALSE,TRUE
2020,Chennai Super Kings,84.85 cr,0.15 cr,542023,Lungi Ngidi,Lungi Ngidi,,BOW,50,70,Retained,FALSE,TRUE
2020,Chennai Super Kings,84.85 cr,0.15 cr,662973,Sam Curran,Sam Curran,,AR,550,774,New,FALSE,TRUE
2020,Chennai Super Kings,84.85 cr,0.15 cr,694209,Monu Kumar,Monu Kumar,,BOW,20,28,Retained,FALSE,FALSE
2020,Chennai Super Kings,84.85 cr,0.15 cr,8180,Shane Watson,Shane Watson,,AR,400,563,Retained,FALSE,TRUE
2020,Delhi Capitals,76 cr,9 cr,1070168,Prithvi Shaw,Prithvi Shaw,,BAT,120,169,Retained,FALSE,FALSE
2020,Delhi Capitals,76 cr,9 cr,236779,Ishant Sharma,Ishant Sharma,,BOW,110,154,Retained,FALSE,FALSE
2020,Delhi Capitals,76 cr,9 cr,247235,Chris Woakes,Chris Woakes,,AR,150,211,New,FALSE,TRUE
2020,Delhi Capitals,76 cr,9 cr,26421,R Ashwin,R Ashwin,,AR,760,1070,New,TRUE,FALSE
2020,Delhi Capitals,76 cr,9 cr,277916,Ajinkya Rahane,Ajinkya Rahane,,BAT,525,739,New,TRUE,FALSE
2020,Delhi Capitals,76 cr,9 cr,28235,Shikhar Dhawan,Shikhar Dhawan,,BAT,520,732,Retained,FALSE,FALSE
2020,Delhi Capitals,76 cr,9 cr,298438,Jason Roy,Jason Roy,,BAT,150,211,New,FALSE,TRUE
2020,Delhi Capitals,76 cr,9 cr,31107,Amit Mishra,Amit Mishra,,BOW,400,563,Retained,FALSE,FALSE
2020,Delhi Capitals,76 cr,9 cr,325012,Marcus Stoinis,Marcus Stoinis,,AR,480,676,New,FALSE,TRUE
2020,Delhi Capitals,76 cr,9 cr,326434,Alex Carey,Alex Carey,,BAT/WK,240,338,New,FALSE,TRUE
2020,Delhi Capitals,76 cr,9 cr,390481,Harshal Patel,Harshal Patel,,AR,20,28,Retained,FALSE,FALSE
2020,Delhi Capitals,76 cr,9 cr,537119,Mohit Sharma,Mohit Sharma,,BOW,50,70,New,FALSE,FALSE
2020,Delhi Capitals,76 cr,9 cr,550215,Kagiso Rabada,Kagiso Rabada,,BOW,420,591,Retained,FALSE,TRUE
2020,Delhi Capitals,76 cr,9 cr,554691,Axar Patel,Axar Patel,,AR,500,704,Retained,FALSE,FALSE
2020,Delhi Capitals,76 cr,9 cr,642519,Shreyas Iyer,Shreyas Iyer,,BAT,700,985,Retained,FALSE,FALSE
2020,Delhi Capitals,76 cr,9 cr,670025,Shimron Hetmyer,Shimron Hetmyer,,BAT,775,1091,New,FALSE,TRUE
2020,Delhi Capitals,76 cr,9 cr,677081,Keemo Paul,Keemo Paul,,AR,50,70,Retained,FALSE,TRUE
2020,Delhi Capitals,76 cr,9 cr,694211,Avesh Khan,Avesh Khan,,BOW,70,98,Retained,FALSE,FALSE
2020,Delhi Capitals,76 cr,9 cr,822553,Tushar Deshpande,Tushar Deshpande,,BOW,20,28,New,FALSE,FALSE
2020,Delhi Capitals,76 cr,9 cr,930189,Lalit Yadav,Lalit Yadav,,AR,20,28,New,FALSE,FALSE
2020,Delhi Capitals,76 cr,9 cr,931581,Rishabh Pant,Rishabh Pant,,BAT/WK,1500,2112,Retained,FALSE,FALSE
2020,Delhi Capitals,76 cr,9 cr,960361,Sandeep Lamichhane,Sandeep Lamichhane,,BOW,20,28,Retained,FALSE,TRUE
2020,Rajasthan Royals,70.25 cr,14.75 cr,1079434,Riyan Parag,Riyan Parag,,AR,20,28,Retained,FALSE,FALSE
2020,Rajasthan Royals,70.25 cr,14.75 cr,1081442,Mayank Markande,Mayank Markande,,BOW,200,281,New,TRUE,FALSE
2020,Rajasthan Royals,70.25 cr,14.75 cr,1122918,Kartik Tyagi,Kartik Tyagi,,BOW,130,183,New,FALSE,FALSE
2020,Rajasthan Royals,70.25 cr,14.75 cr,1123073,Anuj Rawat,Anuj Rawat,,BAT/WK,80,112,New,FALSE,FALSE
2020,Rajasthan Royals,70.25 cr,14.75 cr,1151278,Yashasvi Jaiswal,Yashasvi Jaiswal,,AR,240,338,New,FALSE,FALSE
2020,Rajasthan Royals,70.25 cr,14.75 cr,1175458,Akash Singh,Akash Singh,,BOW,20,28,New,FALSE,FALSE
2020,Rajasthan Royals,70.25 cr,14.75 cr,267192,Steven Smith,Steven Smith,,BAT,1250,1760,Retained,FALSE,TRUE
2020,Rajasthan Royals,70.25 cr,14.75 cr,308967,Jos Buttler,Jos Buttler,,BAT/WK,440,619,Retained,FALSE,TRUE
2020,Rajasthan Royals,70.25 cr,14.75 cr,311158,Ben Stokes,Ben Stokes,,AR,1250,1760,Retained,FALSE,TRUE
2020,Rajasthan Royals,70.25 cr,14.75 cr,321777,David Miller,David Miller,,BAT,75,105,New,FALSE,TRUE
2020,Rajasthan Royals,70.25 cr,14.75 cr,344580,Shreyas Gopal,Shreyas Gopal,,AR,20,28,Retained,FALSE,FALSE
2020,Rajasthan Royals,70.25 cr,14.75 cr,35582,Robin Uthappa,Robin Uthappa,,BAT,300,422,New,FALSE,FALSE
2020,Rajasthan Royals,70.25 cr,14.75 cr,360911,Varun Aaron,Varun Aaron,,BOW,240,338,Retained,FALSE,FALSE
2020,Rajasthan Royals,70.25 cr,14.75 cr,377534,Shashank Singh,Shashank Singh,,AR,30,42,Retained,FALSE,FALSE
2020,Rajasthan Royals,70.25 cr,14.75 cr,390484,Jaydev Unadkat,Jaydev Unadkat,,BOW,300,422,New,FALSE,FALSE
2020,Rajasthan Royals,70.25 cr,14.75 cr,420644,Aniruddha Joshi,Aniruddha Joshi,,AR,20,28,New,FALSE,FALSE
2020,Rajasthan Royals,70.25 cr,14.75 cr,423838,Rahul Tewatia,Rahul Tewatia,,BAT,300,422,New,TRUE,FALSE
2020,Rajasthan Royals,70.25 cr,14.75 cr,425943,Sanju Samson,Sanju Samson,,BAT/WK,800,1126,Retained,FALSE,FALSE
2020,Rajasthan Royals,70.25 cr,14.75 cr,459508,Andrew Tye,Andrew Tye,,BOW,100,140,New,FALSE,TRUE
2020,Rajasthan Royals,70.25 cr,14.75 cr,532856,Manan Vohra,Manan Vohra,,BAT,20,28,Retained,FALSE,FALSE
2020,Rajasthan Royals,70.25 cr,14.75 cr,550235,Tom Curran,Tom Curran,,AR,100,140,New,FALSE,TRUE
2020,Rajasthan Royals,70.25 cr,14.75 cr,591650,Ankit Rajpoot,Ankit Rajpoot,,BOW,300,422,New,TRUE,FALSE
2020,Rajasthan Royals,70.25 cr,14.75 cr,669855,Jofra Archer,Jofra Archer,,AR,720,1014,Retained,FALSE,TRUE
2020,Rajasthan Royals,70.25 cr,14.75 cr,853265,Mahipal Lomror,Mahipal Lomror,,AR,20,28,Retained,FALSE,FALSE
2020,Rajasthan Royals,70.25 cr,14.75 cr,914567,Oshane Thomas,Oshane Thomas,,BOW,50,70,New,FALSE,TRUE
2020,Mumbai Indians,83.05 cr,1.95 cr,1064812,Rahul Chahar,Rahul Chahar,,BOW,190,267,Retained,FALSE,FALSE
2020,Mumbai Indians,83.05 cr,1.95 cr,1079839,Anukul Roy,Anukul Roy,,AR,20,28,Retained,FALSE,FALSE
2020,Mumbai Indians,83.05 cr,1.95 cr,1132005,Mohsin Khan,Mohsin Khan,,BOW,20,28,New,FALSE,FALSE
2020,Mumbai Indians,83.05 cr,1.95 cr,1206410,Digvijay Deshmukh,Digvijay Deshmukh,,AR,20,28,New,FALSE,FALSE
2020,Mumbai Indians,83.05 cr,1.95 cr,1210820,Prince Balwant Rai Singh,Prince Balwant Rai Singh,,AR,20,28,New,FALSE,FALSE
2020,Mumbai Indians,83.05 cr,1.95 cr,230559,Kieron Pollard,Kieron Pollard,,AR,540,760,Retained,FALSE,TRUE
2020,Mumbai Indians,83.05 cr,1.95 cr,261354,Nathan Coulter-Nile,Nathan Coulter-Nile,,BOW,800,1126,New,FALSE,TRUE
2020,Mumbai Indians,83.05 cr,1.95 cr,277912,Trent Boult,Trent Boult,,BOW,320,450,New,TRUE,TRUE
2020,Mumbai Indians,83.05 cr,1.95 cr,277955,Dhawal Kulkarni,Dhawal Kulkarni,,BOW,75,105,Retained,FALSE,FALSE
2020,Mumbai Indians,83.05 cr,1.95 cr,319439,Mitchell McClenaghan,Mitchell McClenaghan,,BOW,100,140,Retained,FALSE,TRUE
2020,Mumbai Indians,83.05 cr,1.95 cr,326637,Chris Lynn,Chris Lynn,,BAT,200,281,New,FALSE,TRUE
2020,Mumbai Indians,83.05 cr,1.95 cr,333904,Aditya Tare,Aditya Tare,,BAT/WK,20,28,Retained,FALSE,FALSE
2020,Mumbai Indians,83.05 cr,1.95 cr,34102,Rohit Sharma,Rohit Sharma,,BAT,1500,2112,Retained,FALSE,FALSE
2020,Mumbai Indians,83.05 cr,1.95 cr,35390,Saurabh Tiwary,Saurabh Tiwary,,BAT,50,70,New,FALSE,FALSE
2020,Mumbai Indians,83.05 cr,1.95 cr,379143,Quinton de Kock,Quinton de Kock,,BAT/WK,280,394,New,FALSE,TRUE
2020,Mumbai Indians,83.05 cr,1.95 cr,446507,Suryakumar Yadav,Suryakumar Yadav,,BAT,320,450,Retained,FALSE,FALSE
2020,Mumbai Indians,83.05 cr,1.95 cr,447587,Jayant Yadav,Jayant Yadav,,AR,50,70,Retained,FALSE,FALSE
2020,Mumbai Indians,83.05 cr,1.95 cr,471342,Krunal Pandya,Krunal Pandya,,AR,880,1239,Retained,FALSE,FALSE
2020,Mumbai Indians,83.05 cr,1.95 cr,49758,Lasith Malinga,Lasith Malinga,,BOW,200,281,Retained,FALSE,TRUE
2020,Mumbai Indians,83.05 cr,1.95 cr,625371,Hardik Pandya,Hardik Pandya,,AR,1100,1549,Retained,FALSE,FALSE
2020,Mumbai Indians,83.05 cr,1.95 cr,625383,Jasprit Bumrah,Jasprit Bumrah,,BOW,700,985,Retained,FALSE,FALSE
2020,Mumbai Indians,83.05 cr,1.95 cr,720471,Ishan Kishan,Ishan Kishan,,BAT/WK,620,873,Retained,FALSE,FALSE
2020,Mumbai Indians,83.05 cr,1.95 cr,851261,Anmolpreet Singh,Anmolpreet Singh,,BAT,80,112,Retained,FALSE,FALSE
2020,Mumbai Indians,83.05 cr,1.95 cr,914541,Sherfane Rutherford,Sherfane Rutherford,,AR,200,281,New,TRUE,TRUE
2020,Sunrisers Hyderabad,74.9 cr,10.1 cr,1048841,Sanjay Yadav,Sanjay Yadav,,AR,20,28,New,FALSE,FALSE
2020,Sunrisers Hyderabad,74.9 cr,10.1 cr,1070180,Priyam Garg,Priyam Garg,,BAT,190,267,New,FALSE,FALSE
2020,Sunrisers Hyderabad,74.9 cr,10.1 cr,1070183,Abhishek Sharma,Abhishek Sharma,,AR,55,77,Retained,FALSE,FALSE
2020,Sunrisers Hyderabad,74.9 cr,10.1 cr,1175485,Abdul Samad,Abdul Samad,,AR,20,28,New,FALSE,FALSE
2020,Sunrisers Hyderabad,74.9 cr,10.1 cr,219889,David Warner,David Warner,,BAT,1250,1760,Retained,FALSE,TRUE
2020,Sunrisers Hyderabad,74.9 cr,10.1 cr,25913,Mohammad Nabi,Mohammad Nabi,,AR,100,140,Retained,FALSE,TRUE
2020,Sunrisers Hyderabad,74.9 cr,10.1 cr,272450,Mitchell Marsh,Mitchell Marsh,,AR,200,281,New,FALSE,TRUE
2020,Sunrisers Hyderabad,74.9 cr,10.1 cr,277906,Kane Williamson,Kane Williamson,,BAT,300,422,Retained,FALSE,TRUE
2020,Sunrisers Hyderabad,74.9 cr,10.1 cr,279810,Wriddhiman Saha,Wriddhiman Saha,,BAT/WK,120,169,Retained,FALSE,FALSE
2020,Sunrisers Hyderabad,74.9 cr,10.1 cr,290630,Manish Pandey,Manish Pandey,,BAT,1100,1549,Retained,FALSE,FALSE
2020,Sunrisers Hyderabad,74.9 cr,10.1 cr,297433,Jonny Bairstow,Jonny Bairstow,,BAT/WK,220,309,Retained,FALSE,TRUE
2020,Sunrisers Hyderabad,74.9 cr,10.1 cr,302579,Shreevats Goswami,Shreevats Goswami,,BAT/WK,100,140,Retained,FALSE,FALSE
2020,Sunrisers Hyderabad,74.9 cr,10.1 cr,31872,Shahbaz Nadeem,Shahbaz Nadeem,,BOW,320,450,Retained,FALSE,FALSE
2020,Sunrisers Hyderabad,74.9 cr,10.1 cr,326016,Bhuvneshwar Kumar,Bhuvneshwar Kumar,,BOW,850,1197,Retained,FALSE,FALSE
2020,Sunrisers Hyderabad,74.9 cr,10.1 cr,326017,Siddarth Kaul,Siddarth Kaul,,BOW,380,535,Retained,FALSE,FALSE
2020,Sunrisers Hyderabad,74.9 cr,10.1 cr,427484,Bavanaka Sandeep,Bavanaka Sandeep,,AR,20,28,New,FALSE,FALSE
2020,Sunrisers Hyderabad,74.9 cr,10.1 cr,438362,Sandeep Sharma,Sandeep Sharma,,BOW,300,422,Retained,FALSE,FALSE
2020,Sunrisers Hyderabad,74.9 cr,10.1 cr,477021,Vijay Shankar,Vijay Shankar,,AR,320,450,Retained,FALSE,FALSE
2020,Sunrisers Hyderabad,74.9 cr,10.1 cr,533042,Billy Stanlake,Billy Stanlake,,BOW,50,70,Retained,FALSE,TRUE
2020,Sunrisers Hyderabad,74.9 cr,10.1 cr,670013,Fabian Allen,Fabian Allen,,AR,50,70,New,FALSE,TRUE
2020,Sunrisers Hyderabad,74.9 cr,10.1 cr,720465,Virat Singh,Virat Singh,,BAT,190,267,New,FALSE,FALSE
2020,Sunrisers Hyderabad,74.9 cr,10.1 cr,732291,Basil Thampi,Basil Thampi,,BOW,95,133,Retained,FALSE,FALSE
2020,Sunrisers Hyderabad,74.9 cr,10.1 cr,793463,Rashid Khan,Rashid Khan,,BOW,900,1267,Retained,FALSE,TRUE
2020,Sunrisers Hyderabad,74.9 cr,10.1 cr,802575,T Natarajan,T Natarajan,,BOW,40,56,Retained,FALSE,FALSE
2020,Sunrisers Hyderabad,74.9 cr,10.1 cr,942645,Khaleel Ahmed,Khaleel Ahmed,,BOW,300,422,Retained,FALSE,FALSE
