year,player_name,player_id,base_price_in_cr,base_price,base_price_in_usd,status,id_source
2013,Denesh Ramdin,52917,0.266619,2666190,50000,unsold,already had id
2013,Dinesh Chandimal,300628,0.48964,4896400,50000,unsold,already had id
2013,Ravi Bopara,10582,0.48964,4896400,100000,unsold,already had id
2013,James Hopes,5702,0.48964,4896400,100000,unsold,already had id
2013,Vernon Philander,46945,0.533238,5332380,200000,unsold,already had id
2013,Doug Bollinger,4508,0.1066476,1066476,200000,unsold,already had id
2013,Cameron Boyce,326625,0.1066476,1066476,20000,unsold,already had id
2013,Veerasammy Permaul,274921,0.1066476,1066476,20000,unsold,already had id
2013,Suraj Randiv,50438,0.1066476,1066476,50000,unsold,already had id
2013,Devendra Bishoo,341593,0.266619,1066476,50000,unsold,already had id
2013,Steve O'Keefe,7069,0.48964,4896400,100000,unsold,already had id
2013,Paul Harris,45568,0.1066476,1066476,20000,unsold,already had id
2013,Rangana Herath,49178,0.533238,5332380,50000,unsold,already had id
2013,Sulieman Benn,51248,0.1066476,1066476,20000,unsold,already had id
2013,Aaron Phangiso,46942,0.1066476,1066476,20000,unsold,already had id
2013,Farveez Maharoof,49638,0.1066476,1066476,50000,unsold,already had id
2013,Scott Styris,38407,0.266619,2666190,100000,unsold,already had id
2013,Ben Cutting,230371,0.266619,2666190,100000,unsold,already had id
2013,Josh Hazlewood,288284,0.266619,2666190,100000,unsold,already had id
2013,Travis Birt,4292,0.48964,4896400,100000,unsold,already had id
2013,Henry Davids,44752,0.1066476,1066476,20000,unsold,already had id
2013,Ben Rohrer,7547,0.266619,2666190,50000,unsold,already had id
2013,Rilee Rossouw,318845,0.097928,979280,20000,unsold,already had id
2013,Kevin O'Brien,24605,0.266619,2666190,50000,unsold,already had id
2013,Rory Kleinveldt,45949,0.266619,2666190,50000,unsold,already had id
2016,Kevin Pietersen,19296,2,20000000,,sold,already had id
2016,Dwayne Smith,53118,0.5,5000000,,sold,already had id
2016,Ishant Sharma,236779,2,20000000,,sold,already had id
2016,Shane Watson,8180,2,20000000,,sold,already had id
2016,Ashish Nehra,31820,2,20000000,,sold,already had id
2016,Yuvraj Singh,36084,2,20000000,,sold,already had id
2016,Dale Steyn,47492,1.5,15000000,,sold,already had id
2016,Sanju Samson,425943,2,20000000,,sold,already had id
2016,Jos Buttler,308967,1.5,15000000,,sold,already had id
2016,Dinesh Karthik,30045,2,20000000,,sold,already had id
2016,Irfan Pathan,32685,1,10000000,,sold,already had id
2016,Chris Morris,439952,0.5,5000000,,sold,already had id
2016,Colin Munro,232359,0.3,3000000,,sold,already had id
2016,Stuart Binny,27223,2,20000000,,sold,already had id
2016,Mitchell Marsh,272450,2,20000000,,sold,already had id
2016,Dhawal Kulkarni,277955,2,20000000,,sold,already had id
2016,John Hastings,228622,1,10000000,,sold,already had id
2016,Praveen Kumar,30732,0.5,5000000,,sold,already had id
2016,Tim Southee,232364,1,10000000,,sold,already had id
2016,Mohit Sharma,537119,1.5,15000000,,sold,already had id
2016,Carlos Brathwaite,457249,0.3,3000000,,sold,already had id
2016,Marcus Stoinis,325012,0.3,3000000,,sold,already had id
2016,Mustafizur Rahman,330902,0.5,5000000,,sold,already had id
2016,Jaydev Unadkat,390484,0.3,3000000,,sold,already had id
2016,Kyle Abbott,297583,0.3,3000000,,sold,already had id
2016,Barinder Sran,537126,0.5,5000000,,sold,already had id
2016,Abhimanyu Mithun,310958,0.3,3000000,,sold,already had id
2016,RP Singh,35280,0.3,3000000,,sold,already had id
2016,Travis Head,530011,0.3,3000000,,sold,already had id
2016,Sachin Baby,432783,0.1,1000000,,sold,already had id
2016,Karun Nair,398439,0.1,1000000,,sold,already had id
2016,Paras Dogra,28160,0.1,1000000,,sold,already had id
2016,Ishan Kishan,720471,0.1,1000000,,sold,already had id
2016,Rishabh Pant,931581,0.1,1000000,,sold,already had id
2016,Eklavya Dwivedi,340841,0.2,2000000,,sold,already had id
2016,Aditya Tare,333904,0.2,2000000,,sold,already had id
2016,Iqbal Abdulla,277237,0.1,1000000,,sold,already had id
