year,player_name,player_id,base_price_in_cr,base_price_in_usd,status,source_text
2018,Carlos Brathwaite,457249,1,,sold,Carlos Brathwaite (Base price INR 1 crore) - sold to Sunrisers Hyderabad for INR 2 crores
2018,Shane Watson,8180,1,,sold,Shane Watson (Base price INR 1 crore) - sold to Chennai Super Kings for INR 4 crores
2018,Kedar Jadhav,290716,2,,sold,Kedar Jadhav (Base price INR 2 crores) - sold to Chennai Super Kings for INR 7.8 crores
2018,Colin de Grandhomme,55395,0.75,,sold,Colin de Grandhomme (Base price INR 75 lakhs) - sold to Royal Challengers Bangalore for INR 2.2 crores
2018,Yusuf Pathan,32498,0.75,,sold,Yusuf Pathan (Base price INR 75 lakhs) - sold to Sunrisers Hyderabad for INR 1.9 crores
2018,Colin Munro,232359,0.5,,sold,Colin Munro (Base price INR 50 lakhs) - sold to Delhi Daredevils for INR 1.9 crores
2018,Stuart Binny,27223,0.5,,sold,Stuart Binny (Base price INR 50 lakhs) - sold to Rajasthan Royals for INR 50 lakhs
2018,Marcus Stoinis,325012,2,,sold,Marcus Stoinis (Base price INR 2 crores) - sold to Kings XI Punjab for INR 6.2 crores (right-to-match card)
2018,Moeen Ali,8917,1.5,,sold,Moeen Ali (Base price INR 1.5 crores) - sold to Royal Challengers Bangalore for INR 1.7 crores
2018,Quinton de Kock,379143,2,,sold,Quinton de Kock (Base price INR 2 crores) - sold to Royal Challengers Bangalore for INR 2.8 crores
2018,Wriddhiman Saha,279810,1,,sold,Wriddhiman Saha (Base price INR 1 crore) - sold to Sunrisers Hyderabad for INR 5 crores
2018,Dinesh Karthik,30045,2,,sold,Dinesh Karthik (Base price INR 2 crores) - sold to Kolkata Knight Riders for INR 7.4 crores
2018,Robin Uthappa,35582,2,,sold,Robin Uthappa (Base price INR 2 crores) - sold to Kolkata Knight Riders for INR 6.4 crores (right-to-match card)
2018,Sanju Samson,425943,1,,sold,Sanju Samson (Base price INR 1 crore) - sold to Rajasthan Royals for INR 8 crores
2018,Ambati Rayudu,33141,0.5,,sold,Ambati Rayudu (Base price INR 50 lakhs) - sold to Chennai Super Kings for INR 2.2 crores
2018,Jos Buttler,308967,1.5,,sold,Jos Buttler (Base price INR 1.5 crores) - sold to Rajasthan Royals for INR 4.4 crores
2018,Mustafizur Rahman,330902,1,,sold,Mustafizur Rahman (Base price INR 1 crore) - sold to Mumbai Indians for INR 2.2 crores
2018,Pat Cummins,489889,2,,sold,Pat Cummins (Base price INR 2 crores) - sold to Mumbai Indians for INR 5.4 crores
2018,Umesh Yadav,376116,1,,sold,Umesh Yadav (Base price INR 1 crore) - sold to Royal Challengers Bangalore for INR 4.2 crores
2018,Mohammed Shami,481896,1,,sold,Mohammed Shami (Base price INR 1 crore) - sold to Delhi Daredevils for INR 3 crores (right-to-match card)
2018,Kagiso Rabada,550215,1.5,,sold,Kagiso Rabada (Base price INR 1.5 crores) - sold to Delhi Daredevils for INR 4.2 crores (right-to-match card)
2018,Piyush Chawla,32966,1,,sold,Piyush Chawla (Base price INR 1 crore) - sold to Kolkata Knight Riders for INR 4.2 crores (right-to-match card)
2018,Imran Tahir,40618,1,,sold,Imran Tahir (Base price INR 1 crore) - sold to Chennai Super Kings for INR 1 crore
2018,Karn Sharma,30288,2,,sold,Karn Sharma (Base price INR 2 crores) - sold to Chennai Super Kings for INR 5 crores
2018,Rashid Khan,793463,2,,sold,Rashid Khan (Base price INR 2 crores) - sold to Sunrisers Hyderabad for INR 9 crores (right-to-match card)
2018,Amit Mishra,31107,1.5,,sold,Amit Mishra (Base price INR 1.5 crores) - sold to Delhi Daredevils for INR 4 crores
2018,Yuzvendra Chahal,430246,2,,sold,Yuzvendra Chahal (Base price INR 2 crores) - sold to Royal Challengers Bangalore for INR 6 crores (right-to-match card)
2018,Kuldeep Yadav,559235,1.5,,sold,Kuldeep Yadav (Base price INR 1.5 crores) - sold to Kolkata Knight Riders for INR 5.8 crores (right-to-match card)
2018,Suryakumar Yadav,446507,0.3,,sold,Suryakumar Yadav (Base price INR 30 lakhs) - sold to Mumbai Indians for INR 3.2 crores
2018,Shubman Gill,1070173,0.2,,sold,Shubman Gill (Base price INR 20 lakhs) - sold to Kolkata Knight Riders for INR 1.8 crores
2018,Ishank Jaggi,279554,0.2,,sold,Ishank Jaggi (Base price INR 20 lakhs) - sold to Kolkata Knight Riders for INR 20 lakhs
2018,Ricky Bhui,642531,0.2,,sold,Ricky Bhui (Base price INR 20 lakhs) - sold to Sunrisers Hyderabad for INR 20 lakhs
2018,Mayank Agarwal,398438,0.2,,sold,Mayank Agarwal (Base price INR 20 lakhs) - sold to Kings XI Punjab for INR 1 crore
2018,Rahul Tripathi,446763,0.2,,sold,Rahul Tripathi (Base price INR 20 lakhs) - sold to Rajasthan Royals for INR 3.4 crores
2018,Manan Vohra,532856,0.2,,sold,Manan Vohra (Base price INR 20 lakhs) - sold to Royal Challengers Bangalore for INR 1.1 crores
2018,Prithvi Shaw,1070168,0.2,,sold,Prithvi Shaw (Base price INR 20 lakhs) - sold to Delhi Daredevils for INR 1.2 crores
2018,Rahul Tewatia,423838,0.2,,sold,Rahul Tewatia (Base price INR 20 lakhs) - sold to Delhi Daredevils for INR 3 crores
2018,Deepak Hooda,497121,0.4,,sold,Deepak Hooda (Base price INR 40 lakhs) - sold to Sunrisers Hyderabad for INR 3.6 crores (right-to-match card)
2018,Vijay Shankar,477021,0.4,,sold,Vijay Shankar (Base price INR 40 lakhs) - sold to Delhi Daredevils for INR 3.2 crores
2018,Harshal Patel,390481,0.2,,sold,Harshal Patel (Base price INR 20 lakhs) - sold to Delhi Daredevils for INR 20 lakhs
2018,Kamlesh Nagarkoti,1070188,0.2,,sold,Kamlesh Nagarkoti (Base price INR 20 lakhs) - sold to Kolkata Knight Riders for INR 3.2 crores
2018,Krunal Pandya,471342,0.4,,sold,Krunal Pandya (Base price INR 40 lakhs) - sold to Mumbai Indians for INR 8.8 crores (right-to-match card)
2018,Nitish Rana,604527,0.2,,sold,Nitish Rana (Base price INR 20 lakhs) - sold to Kolkata Knight Riders for INR 3.4 crores
2018,D'Arcy Short,308798,0.2,,sold,D'Arcy Short (Base price INR 20 lakhs) - sold to Rajasthan Royals for INR 4 crores
2018,Jofra Archer,669855,0.4,,sold,Jofra Archer (Base price INR 40 lakhs) - sold to Rajasthan Royals for INR 7.2 crores
2018,Ishan Kishan,720471,0.4,,sold,Ishan Kishan (Base price INR 40 lakhs) - sold to Mumbai Indians for INR 6.2 crores
2018,Kulwant Khejroliya,1083033,0.2,,sold,Kulwant Khejroliya (Base price INR 20 lakhs) - sold to Royal Challengers Bangalore for INR 85 lakhs
2018,Siddarth Kaul,326017,0.3,,sold,Siddarth Kaul (Base price INR 30 lakhs) - sold to Sunrisers Hyderabad for INR 3.8 crores
2018,T Natarajan,802575,0.4,,sold,T Natarajan (Base price INR 40 lakhs) - sold to Sunrisers Hyderabad for INR 40 lakhs
2018,Basil Thampi,732291,0.3,,sold,Basil Thampi (Base price INR 30 lakhs) - sold to Sunrisers Hyderabad for INR 95 lakhs
2018,Aniket Choudhary,527299,0.3,,sold,Aniket Choudhary (Base price INR 30 lakhs) - sold to Royal Challengers Bangalore for INR 30 lakhs
2018,Khaleel Ahmed,942645,0.2,,sold,Khaleel Ahmed (Base price INR 20 lakhs) - sold to Sunrisers Hyderabad for INR 3 crores
2018,Navdeep Saini,700167,0.2,,sold,Navdeep Saini (Base price INR 20 lakhs) - sold to Royal Challengers Bangalore for INR 3 crores
2018,Avesh Khan,694211,0.2,,sold,Avesh Khan (Base price INR 20 lakhs) - sold to Delhi Daredevils for INR 70 lakhs
2018,Ankit Rajpoot,591650,0.3,,sold,Ankit Rajpoot (Base price INR 30 lakhs) - sold to Kings XI Punjab for INR 3 crores
2018,Rahul Chahar,1064812,0.2,,sold,Rahul Chahar (Base price INR 20 lakhs) - sold to Mumbai Indians for INR 1.9 crores
2018,Shahbaz Nadeem,31872,0.4,,sold,Shahbaz Nadeem (Base price INR 40 lakhs) - sold to Delhi Daredevils for INR 3.2 crores
2018,K Gowtham,424377,0.2,,sold,K Gowtham (Base price INR 20 lakhs) - sold to Rajasthan Royals for INR 6.2 crores
2018,M Ashwin,528067,0.2,,sold,M Ashwin (Base price INR 20 lakhs) - sold to Royal Challengers Bangalore for INR 2.2 crores
2018,Evin Lewis,431901,1.5,,sold,Evin Lewis (Base price INR 1.5 crores) - sold to Mumbai Indians for INR 3.8 crores
2018,Saurabh Tiwary,35390,0.5,,sold,Saurabh Tiwary (Base price INR 50 lakhs) - sold to Mumbai Indians for INR 80 lakhs
2018,Mandeep Singh,398506,0.5,,sold,Mandeep Singh (Base price INR 50 lakhs) - sold to Royal Challengers Bangalore for INR 1.4 crores
2018,Manoj Tiwary,35565,0.5,,sold,Manoj Tiwary (Base price INR 50 lakhs) - sold to Kings XI Punjab for 1 crore
2018,Washington Sundar,719715,1.5,,sold,Washington Sundar (Base price INR 1.5 crores) - sold to Royal Challengers Bangalore for INR 3.2 crores
2018,Pawan Negi,530773,0.5,,sold,Pawan Negi (Base price INR 50 lakhs) - sold to Royal Challengers Bangalore for INR 1 crore (right-to-match card)
2018,Daniel Christian,4864,1,,sold,Daniel Christian (Base price INR 1 crore) - sold to Delhi Daredevils for INR 1.5 crores
2018,Jayant Yadav,447587,0.5,,sold,Jayant Yadav (Base price INR 50 lakhs) - sold to Delhi Daredevils for INR 50 lakhs
2018,Gurkeerat Singh,537124,0.5,,sold,Gurkeerat Singh (Base price INR 50 lakhs) - sold to Delhi Daredevils for INR 75 lakhs
2018,Ben Cutting,230371,1,,sold,Ben Cutting (Base price INR 1 crore) - sold to Mumbai Indians for INR 2.2 crores
2018,Mohammad Nabi,25913,0.5,,sold,Mohammad Nabi (Base price INR 50 lakhs) - sold to Sunrisers Hyderabad for INR 1 crore
2018,Dhawal Kulkarni,277955,0.5,,sold,Dhawal Kulkarni (Base price INR 50 lakhs) - sold to Rajasthan Royals for INR 75 lakhs (right-to-match card)
2018,Mohit Sharma,537119,1.5,,sold,Mohit Sharma (Base price INR 1.5 crores) - sold to Kings XI Punjab for for INR 2.4 crores (right-to-match card)
2018,Sandeep Sharma,438362,0.5,,sold,Sandeep Sharma (Base price INR 50 lakhs) - sold to Sunrisers Hyderabad for INR 3 crores
2018,R Vinay Kumar,35731,1,,sold,R Vinay Kumar (Base price INR 1 crore) - sold to Kolkata Knight Riders for INR 1 crore
2018,Mohammed Siraj,940973,1,,sold,Mohammed Siraj (Base price INR 1 crore) - sold to Royal Challengers Bangalore for INR 2.6 crores
2018,Nathan Coulter-Nile,261354,1.5,,sold,Nathan Coulter-Nile (Base price INR 1.5 crores) - sold to Royal Challengers Bangalore for INR 2.2 crores
2018,Jaydev Unadkat,390484,1.5,,sold,Jaydev Unadkat (Base price INR 1.5 crores) - sold to Rajasthan Royals for INR 11.5 crores
2018,Trent Boult,277912,1.5,,sold,Trent Boult (Base price INR 1.5 crores) - sold to Delhi Daredevils for INR 2.2 crores
2018,Shardul Thakur,475281,0.75,,sold,Shardul Thakur (Base price INR 75 lakhs) - sold to Chennai Super Kings for INR 2.6 crores
2018,Mujeeb Zadran,974109,0.5,,sold,Mujeeb Zadran (Base price INR 50 lakhs) - sold to Kings XI Punjab for INR 4 crores
2018,Apoorv Wankhade,505773,0.2,,sold,Apoorv Wankhade (Base price INR 20 lakhs) - sold to Kolkata Knight Riders for INR 20 lakhs
2018,Rinku Singh,723105,0.2,,sold,Rinku Singh (Base price INR 20 lakhs) - sold to Kolkata Knight Riders for INR 80 lakhs
2018,Sachin Baby,432783,0.2,,sold,Sachin Baby (Base price INR 20 lakhs) - sold to Sunrisers Hyderabad for INR 20 lakhs
2018,Manjot Kalra,1079842,0.2,,sold,Manjot Kalra (Base price INR 20 lakhs) - sold to Delhi Daredevils for INR 20 lakhs
2018,Ankit Sharma,422992,0.2,,sold,Ankit Sharma (Base price INR 20 lakhs) - sold to Rajasthan Royals for INR 20 lakhs
2018,Shivam Mavi,1079848,0.2,,sold,Shivam Mavi (Base price INR 20 lakhs) - sold to Kolkata Knight Riders for INR 3 crores
2018,Abhishek Sharma,1070183,0.2,,sold,Abhishek Sharma (Base price INR 20 lakhs) - sold to Delhi Daredevils for INR 55 lakhs
2018,Pradeep Sangwan,279545,0.3,,sold,Pradeep Sangwan (Base price INR 30 lakhs) - sold to Mumbai Indians for INR 1.5 crores
2018,Anureet Singh,376324,0.3,,sold,Anureet Singh (Base price INR 30 lakhs) - sold to Rajasthan Royals for INR 30 lakhs
2018,Jagadeesan Narayan,1048813,0.2,,sold,Jagadeesan Narayan (Base price INR 20 lakhs) - sold to Chennai Super Kings for INR 20 lakhs
2018,Zahir Khan,712219,0.2,,sold,Zahir Khan (Base price INR 20 lakhs) - sold to Rajasthan Royals for INR 60 lakhs
2018,JP Duminy,44932,1,,sold,JP Duminy (Base price INR 1 crore) - sold to Mumbai Indians for INR 1 crore
2018,Chris Jordan,288992,1,,sold,Chris Jordan (Base price INR 1 crore) - sold to Sunrisers Hyderabad for INR 1 crore
2018,Mitchell Santner,502714,0.5,,sold,Mitchell Santner (Base price INR 50 lakhs) - sold to Chennai Super Kings for INR 50 lakhs
2018,Jason Behrendorff,272477,1,,sold,Jason Behrendorff (Base price INR 1 crore) - sold to Mumbai Indians for INR 1.5 crores
2018,Barinder Sran,537126,0.5,,sold,Barinder Sran (Base price INR 50 lakhs) - sold to Kings XI Punjab for INR 2.2 crores
2018,Billy Stanlake,533042,0.5,,sold,Billy Stanlake (Base price INR 50 lakhs) - sold to Sunrisers Hyderabad for INR 50 lakhs
2018,Andrew Tye,459508,1,,sold,Andrew Tye (Base price INR 1 crore) - sold to Kings XI Punjab for INR 7.2 crores
2018,Tanmay Agarwal,792725,0.2,,sold,Tanmay Agarwal (Base price INR 20 lakhs) - sold to Sunrisers Hyderabad for INR 20 lakhs
2018,Deepak Chahar,447261,0.2,,sold,Deepak Chahar (Base price INR 20 lakhs) - sold to Chennai Super Kings for INR 80 lakhs
2018,Cameron Delport,322810,0.3,,sold,Cameron Delport (Base price INR 30 lakhs) - sold to Kolkata Knight Riders for INR 30 lakhs
2018,Tajinder Singh,1079860,0.2,,sold,Tajinder Singh (Base price INR 20 lakhs) - sold to Mumbai Indians for INR 55 lakhs
2018,Shreyas Gopal,344580,0.2,,sold,Shreyas Gopal (Base price INR 20 lakhs) - sold to Rajasthan Royals for INR 20 lakhs
2018,Akshdeep Nath,500360,0.2,,sold,Akshdeep Nath (Base price INR 20 lakhs) - sold to Kings XI Punjab for INR 1 crore
2018,Shreevats Goswami,302579,0.2,,sold,Shreevats Goswami (Base price INR 20 lakhs) - sold to Sunrisers Hyderabad for INR 1 crore
2018,Ben Dwarshuis,679567,0.2,,sold,Ben Dwarshuis (Base price INR 20 lakhs) - sold to Kings XI Punjab for INR 1.4 crores
2018,KM Asif,1083030,0.2,,sold,KM Asif (Base price INR 20 lakhs) sold to Chennai Super Kings for INR 40 lakhs
2018,Sandeep Lamichhane,960361,0.2,,sold,Sandeep Lamichhane (Base price INR 20 lakhs) - sold to Delhi Daredevils for INR 20 lakhs
2018,Lungi Ngidi,542023,0.5,,sold,Lungi Ngidi (Base price INR 50 lakhs) - sold to Chennai Super Kings for INR 50 lakhs
2018,Sharad Lumba,726989,0.2,,sold,Sharad Lumba (Base price INR 20 lakhs) - sold to Mumbai Indians for INR 20 lakhs
2018,Kanishk Seth,849737,0.2,,sold,Kanishk Seth (Base price INR 20 lakhs) - sold to Chennai Super Kings for INR 20 lakhs
2018,Dhruv Shorey,590327,0.2,,sold,Dhruv Shorey (Base price INR 20 lakhs) - sold to Chennai Super Kings for INR 20 lakhs
2018,Aniruddha Joshi,420644,0.2,,sold,Aniruddha Joshi (Base price INR 20 lakhs) - sold to Royal Challengers Bangalore for INR 20 lakhs
2018,Sudhesan Midhun,1131619,0.2,,sold,Sudhesan Midhun (Base price INR 20 lakhs) - sold to Rajasthan Royals for INR 20 lakhs
2018,M Vijay,237095,2,,sold,M Vijay (Base price INR 2 crores) - sold to Chennai Super Kings for INR 2 crores (second round)
2018,Sam Billings,297628,1,,sold,Sam Billings (Base price INR 1 crore) - sold to Chennai Super Kings for INR 1 crore (second round)
2018,Naman Ojha,32102,0.75,,sold,Naman Ojha (Base price INR 75 lakhs) - sold to Delhi Daredevils for INR 1.4 crores (second round)
2018,Parthiv Patel,32242,1,,sold,Parthiv Patel (Base price INR 1 crore) - sold to Royal Challengers Bangalore for INR 1.7 crores (second round)
2018,Mitchell Johnson,6033,2,,sold,Mitchell Johnson (Base price INR 2 crores) - sold to Kolkata Knight Riders for INR 2 crores (second round)
2018,Tim Southee,232364,1,,sold,Tim Southee (Base price INR 1 crore) - sold to Royal Challengers Bangalore for INR 1 crore (second round)
2018,Siddhesh Lad,422342,0.2,,sold,Siddhesh Lad (Base price INR 20 lakhs) - sold to Mumbai Indians for INR 20 lakhs (second round)
2018,Prashant Chopra,500135,0.2,,sold,Prashant Chopra (Base price INR 20 lakhs) - sold to Rajasthan Royals for INR 20 lakhs (second round)
2018,Aditya Tare,333904,0.2,,sold,Aditya Tare (Base price INR 20 lakhs) - sold to Mumbai Indians for INR 20 lakhs (second round)
2018,Bipul Sharma,35928,0.2,,sold,Bipul Sharma (Base price INR 20 lakhs) - sold to Sunrisers Hyderabad for INR 20 lakhs (second round)
2018,Sayan Ghosh,736413,0.2,,sold,Sayan Ghosh (Base price INR 20 lakhs) - sold to Delhi Daredevils for INR 20 lakhs (second round)
2018,Mayank Markande,1081442,0.2,,sold,Mayank Markande (Base price INR 20 lakhs) - sold to Mumbai Indians for INR 20 lakhs (second round)
2018,Ben Laughlin,315623,0.5,,sold,Ben Laughlin (Base price INR 50 lakhs) - sold to Rajasthan Royals for INR 50 lakhs (second round)
2018,Akila Dananjaya,574178,0.5,,sold,Akila Dananjaya (Base price INR 50 lakhs) - sold to Mumbai Indians for INR 50 lakhs
2018,Pardeep Sahu,34155,0.2,,sold,Pardeep Sahu (Base price INR 20 lakhs) - sold to Kings XI Punjab for INR 20 lakhs
2018,Mayank Dagar,942367,0.2,,sold,Mayank Dagar (Base price INR 20 lakhs) - sold to Kings XI Punjab for INR 20 lakhs (second round)
2018,Anukul Roy,1079839,0.2,,sold,Anukul Roy (Base price INR 20 lakhs) - sold to Mumbai Indians for INR 20 lakhs (second round)
2018,Mark Wood,351588,1.5,,sold,Mark Wood (Base price INR 1.5 crores) - sold to Chennai Super Kings for INR 1.5 crores (second round)
2018,Mahipal Lomror,853265,0.2,,sold,Mahipal Lomror (Base price INR 20 lakhs) - sold to Rajasthan Royals for INR 20 lakhs
2018,Mohsin Khan,1132005,0.2,,sold,Mohsin Khan (Base price INR 20 lakhs) - sold to Mumbai Indians for INR 20 lakhs
2018,Mehdi Hasan,477050,0.2,,sold,Mehdi Hasan (Base price INR 20 lakhs) - sold to Sunrisers Hyderabad for INR 20 lakhs (second round)
2018,Kshitiz Sharma,625380,0.2,,sold,Kshitiz Sharma (Base price INR 20 lakhs) - sold to Chennai Super Kings for INR 20 lakhs (second round)
2018,Monu Kumar,694209,0.2,,sold,Monu Kumar (Base price INR 20 lakhs) - sold to Chennai Super Kings for INR 20 lakhs (second round)
2018,Chaitanya Bishnoi,628217,0.2,,sold,Chaitanya Bishnoi (Base price INR 20 lakhs) - sold to Chennai Super Kings for INR 20 lakhs
2018,Jatin Saxena,34349,0.2,,sold,Jatin Saxena (Base price INR 20 lakhs) - sold to Rajasthan Royals for INR 20 lakhs
2018,Aryaman Birla,1126227,0.2,,sold,Aryaman Birla (Base price INR 20 lakhs) - sold to Rajasthan Royals for INR 30 lakhs (second round)
2018,Pavan Deshpande,422104,0.2,,sold,Pavan Deshpande (Base price INR 20 lakhs) - sold to Royal Challengers Bangalore for INR 20 lakhs
2018,Chris Gayle,51880,2,,sold,Chris Gayle (Base price INR 2 crores) - sold to Kings XI Punjab for INR 2 crores (third round)
2018,Dushmantha Chameera,552152,0.5,,sold,Dushmantha Chameera (Base price INR 50 lakhs) - sold to Rajasthan Royals for INR 50 lakhs (third round)
2018,MD Nidheesh,822703,0.2,,sold,MD Nidheesh (Base price INR 20 lakhs) - sold to Mumbai Indians for INR 20 lakhs (second round)
2018,Manzoor Dar,1080203,0.2,,sold,Manzoor Dar (Base price INR 20 lakhs) - sold to Kings XI Punjab for INR 20 lakhs
2018,Javon Searles,230554,0.3,,sold,Javon Searles (Base price INR 30 lakhs) - sold to Kolkata Knight Riders for INR 30 lakhs
2018,B Indrajith,,0.2,,unsold,B Indrajith (Base price INR 20 lakhs)
2018,Umar Nazir Mir,,0.2,,unsold,Umar Nazir Mir (Base price INR 20 lakhs)
2018,Ashok Dinda,,0.5,,unsold,Ashok Dinda (Base price INR 50 lakhs)
2018,Najibullah Zadran,,0.5,,unsold,Najibullah Zadran (Base price INR 50 lakhs)
2018,Gulbadin Naib,,0.5,,unsold,Gulbadin Naib (Base price INR 50 lakhs)
2018,Akash Bhandari,,0.2,,unsold,Akash Bhandari (Base price INR 20 lakhs)
2018,Sadiq Kirmani,,0.2,,unsold,Sadiq Kirmani (Base price INR 20 lakhs)
2018,Harvik Desai,,0.2,,unsold,Harvik Desai (Base price INR 20 lakhs)
2018,Eklavya Dwivedi,,0.4,,unsold,Eklavya Dwivedi (Base price INR 40 lakhs)
2018,R Samarth,,0.2,,unsold,R Samarth (Base price INR 20 lakhs)
2018,Yuvraj Chudasama,,0.2,,unsold,Yuvraj Chudasama (Base price INR 20 lakhs)
2018,Utkarsh Singh,,0.2,,unsold,Utkarsh Singh (Base price INR 20 lakhs)
2018,Shubham Ranjane,,0.2,,unsold,Shubham Ranjane (Base price INR 20 lakhs)
2018,Antony Das,,0.2,,unsold,Antony Das (Base price INR 20 lakhs)
2018,Sagar Trivedi,,0.2,,unsold,Sagar Trivedi (Base price INR 20 lakhs)
2018,Salman Nizar,,0.2,,unsold,Salman Nizar (Base price INR 20 lakhs)
2018,Akhil Herwadkar,,0.2,,unsold,Akhil Herwadkar (Base price INR 20 lakhs)
2018,Fabid Ahmed,,0.2,,unsold,Fabid Ahmed (Base price INR 20 lakhs)
2018,Jack Wildermuth,,0.2,,unsold,Jack Wildermuth (Base price INR 20 lakhs)
2018,Michael Neser,,0.4,,unsold,Michael Neser (Base price INR 40 lakhs)
2018,Rajat Bhatia,,0.4,,unsold,Rajat Bhatia (Base price INR 40 lakhs)
2018,Ben Wheeler,,0.5,,unsold,Ben Wheeler (Base price INR 50 lakhs)
2018,Aaron Summers,,0.2,,unsold,Aaron Summers (Base price INR 20 lakhs)
2018,Tom Helm,,0.4,,unsold,Tom Helm (Base price INR 40 lakhs)
2018,Pratyush Singh,,0.2,,unsold,Pratyush Singh (Base price INR 20 lakhs)
2018,Kyle Abbott,,1.5,,unsold,Kyle Abbott (Base price INR 1.5 crores)
2018,David Wiese,,0.5,,unsold,David Wiese (Base price INR 50 lakhs)
2018,Himmat Singh,,0.2,,unsold,Himmat Singh (Base price INR 20 lakhs)
2018,Riyan Parag,,0.2,,unsold,Riyan Parag (Base price INR 20 lakhs)
2018,Chirag Gandhi,,0.2,,unsold,Chirag Gandhi (Base price INR 20 lakhs)
2018,Kesrick Williams,,0.5,,unsold,Kesrick Williams (Base price INR 50 lakhs)
2018,Dane Paterson,,0.5,,unsold,Dane Paterson (Base price INR 50 lakhs)
2018,Andile Phehlukwayo,,0.5,,unsold,Andile Phehlukwayo (Base price INR 50 lakhs)
2018,Athisayaraj V,,0.2,,unsold,Athisayaraj V (Base price INR 20 lakhs)
2018,Amit Mishra,,0.2,,unsold,Amit Mishra (Base price INR 20 lakhs)
2018,Lalit Yadav,,0.2,,unsold,Lalit Yadav (Base price INR 20 lakhs)
2018,Vivek Singh,,0.2,,unsold,Vivek Singh (Base price INR 20 lakhs)
2018,Jhye Richardson,,0.5,,unsold,Jhye Richardson (Base price INR 50 lakhs)
2018,Joel Paris,,0.5,,unsold,Joel Paris (Base price INR 50 lakhs)
2018,Morne Morkel,,0.75,,unsold,Morne Morkel (Base price INR 75 lakhs)
2018,Abhimanyu Mithun,,0.5,,unsold,Abhimanyu Mithun (Base price INR 50 lakhs)
2018,Matt Henry,,0.5,,unsold,Matt Henry (Base price INR 50 lakhs)
2018,Marchant de Lange,,0.75,,unsold,Marchant de Lange (Base price INR 75 lakhs)
2018,Sheldon Cottrell,,0.5,,unsold,Sheldon Cottrell (Base price INR 50 lakhs)
2018,JJ Smuts,,0.5,,unsold,JJ Smuts (Base price INR 50 lakhs)
2018,Thisara Perera,,0.5,,unsold,Thisara Perera (Base price INR 50 lakhs)
2018,Jason Holder,,1.5,,unsold,Jason Holder (Base price INR 1.5 crores)
2018,Andre Fletcher,,0.5,,unsold,Andre Fletcher (Base price INR 50 lakhs)
2018,Abhishek Sakuja,,0.2,,unsold,Abhishek Sakuja (Base price INR 20 lakhs)
2018,Vikas Tokas,,0.2,,unsold,Vikas Tokas (Base price INR 20 lakhs)
2018,Ishan Porel,,0.2,,unsold,Ishan Porel (Base price INR 20 lakhs)
2018,Mahesh Rawat,,0.2,,unsold,Mahesh Rawat (Base price INR 20 lakhs)
2018,Smit Patel,,0.2,,unsold,Smit Patel (Base price INR 20 lakhs)
2018,Shashank Singh,,0.2,,unsold,Shashank Singh (Base price INR 20 lakhs)
2018,Atit Sheth,,0.02,,unsold,Atit Sheth (Base price INR 2 lakhs)
2018,B Aparajith,,0.2,,unsold,B Aparajith (Base price INR 20 lakhs)
2018,Virat Singh,,0.2,,unsold,Virat Singh (Base price INR 20 lakhs)
2018,Amandeep Khare,,0.2,,unsold,Amandeep Khare (Base price INR 20 lakhs)
2018,Unmukt Chand,,0.2,,unsold,Unmukt Chand (Base price INR 20 lakhs)
2018,Harpreet Bhatia,,0.2,,unsold,Harpreet Bhatia (Base price INR 20 lakhs)
2018,Adam Milne,,0.75,,unsold,Adam Milne (Base price INR 75 lakhs)
2018,Tymal Mills,,1,,unsold,Tymal Mills (Base price INR 1 crore)
2018,Lockie Ferguson,,0.75,,unsold,Lockie Ferguson (Base price INR 75 lakhs)
2018,S Aravind,,0.5,,unsold,S Aravind (Base price INR 50 lakhs)
2018,Varun Aaron,,0.5,,unsold,Varun Aaron (Base price INR 50 lakhs)
2018,Luke Ronchi,,0.75,,unsold,Luke Ronchi (Base price INR 75 lakhs)
2018,Kusal Perera,,0.5,,unsold,Kusal Perera (Base price INR 50 lakhs)
2018,Tom Latham,,0.5,,unsold,Tom Latham (Base price INR 50 lakhs)
2018,David Willey,,2,,unsold,David Willey (Base price INR 2 crores)
2018,Rovman Powell,,0.5,,unsold,Rovman Powell (Base price INR 50 lakhs)
2018,John Hastings,,0.5,,unsold,John Hastings (Base price INR 50 lakhs)
2018,Hilton Cartwright,,0.5,,unsold,Hilton Cartwright (Base price INR 50 lakhs)
2018,Ashton Agar,,0.5,,unsold,Ashton Agar (Base price INR 50 lakhs)
2018,Aiden Markram,,0.5,,unsold,Aiden Markram (Base price INR 50 lakhs)
2018,Mihir Hirwani,,0.2,,unsold,Mihir Hirwani (Base price INR 20 lakhs)
2018,CM Gautam,,0.2,,unsold,CM Gautam (Base price INR 20 lakhs)
2018,Kedar Devdhar,,0.2,,unsold,Kedar Devdhar (Base price INR 20 lakhs)
2018,Nicholas Pooran,,0.5,,unsold,Nicholas Pooran (Base price INR 50 lakhs)
2018,Niroshan Dickwella,,0.5,,unsold,Niroshan Dickwella (Base price INR 50 lakhs)
2018,Johnson Charles,,0.75,,unsold,Johnson Charles (Base price INR 75 lakhs)
2018,Nathu Singh,,0.2,,unsold,Nathu Singh (Base price INR 20 lakhs)
2018,Ishwar Pandey,,0.2,,unsold,Ishwar Pandey (Base price INR 20 lakhs)
