year,player_name,player_id,base_price_in_cr,base_price_usd,status,source_text
2023,Shakib Al Hasan,56143.0,1.5,,sold,"Shakib Al Hasan (Base price INR 1.5 crore) sold to KKR for INR 1.5 crore (USD 150,000)"
2023,Joe Root,303669.0,1.0,,sold,"Joe Root (Base price INR 1 crore) sold to Rajasthan Royals for INR 1 crore (USD 121,000)"
2023,Abdul Basith,1287067.0,,,sold,"Abdul Basith sold to Rajasthan Royals for INR 20 lakh (USD 24,000)"
2023,Raghav Goyal,1350770.0,0.2,,sold,"Raghav Goyal (Base price INR 20 lakh) sold to Mumbai Indians for INR 20 lakh (USD 24,000)"
2023,Yudhvir Singh,1206052.0,0.2,,sold,"Yudhvir Singh (Base price INR 20 lakh) sold to LSG for INR 20 lakh (USD 24,000)"
2023,Naveen-Ul-Haq,793447.0,0.5,,sold,"Naveen-Ul-Haq (Base price INR 50 lakh) sold to LSG for INR 50 lakh (USD 60,000)"
2023,Akash Vasisht,722597.0,0.2,,sold,"Akash Vasisht (Base price INR 20 lakh) sold to Rajasthan Royals for INR 20 lakh (USD 24,000)"
2023,Mandeep Singh,398506.0,0.5,,sold,"Mandeep Singh (Base price INR 50 lakh) sold to KKR for INR 50 lakh (USD 60,000)"
2023,M Ashwin,528067.0,0.2,,sold,"M Ashwin (Base price INR 20 lakh) sold to Rajasthan Royals for INR 20 lakh (USD 24,000)"
2023,KM Asif,1083030.0,0.3,,sold,"KM Asif (Base price INR 30 lakh) sold to Rajasthan Royals for INR 30 lakh(USD 36,000)"
2023,Anmolpreet Singh,851261.0,0.2,,sold,"Anmolpreet Singh (Base price INR 20 lakh) sold to SRH for INR 20 lakh (USD 24,000)"
2023,Adam Zampa,379504.0,1.5,,sold,"Adam Zampa (Base price INR 1.5 crore) sold to INR Rajasthan Royals for INR 1.5 crore (USD 182,000)"
2023,Akeal Hosein,530812.0,1.0,,sold,"Akeal Hosein (Base price INR 1 crore) sold to SRH for INR 1 crore (USD 121,000)"
2023,Litton Das,536936.0,0.5,,sold,"Litton Das (Base price INR 50 lakh) sold to KKR for INR 50 lakh (USD 60,000)"
2023,Rilee Rossouw,318845.0,2.0,,sold,"Rilee Rossouw (Base price INR 2 crore) sold to Delhi Capitals for INR 4.6 crore (USD 560,000)"
2023,Shivam Singh,1273859.0,0.2,,sold,"Shivam Singh (Base price INR 20 lakh) sold to Punjab Kings for INR 20 lakh (USD 24,000)"
2023,Bhagath Varma,1252050.0,0.2,,sold,"Bhagath Varma (Base price INR 20 lakh) sold to CSK for INR 20 lakh (USD 24,000)"
2023,Nehal Wadhera,1151273.0,0.2,,sold,"Nehal Wadhera (Base price INR 20 lakh) sold to Mumbai Indians for INR 20 lakh (USD 24,000)"
2023,Mohit Rathee,1349361.0,0.2,,sold,"Mohit Rathee (Base price INR 20 lakh) sold to Punjab Kings for INR 20 lakh (USD 24,000)"
2023,Ajay Mandal,1059570.0,0.2,,sold,"Ajay Mandal (Base price INR 20 lakh) sold to CSK for INR 20 lakh (USD 24,000)"
2023,Kulwant Khejroliya,1083033.0,0.2,,sold,"Kulwant Khejroliya (Base price INR 20 lakh) sold to KKR for INR 20 lakh (USD 24,0000)"
2023,Sonu Yadav,1048867.0,0.2,,sold,"Sonu Yadav (Base price INR 20 lakh) sold to RCB for INR 20 lakh (USD 24,000)"
2023,Kunal Rathore,1339031.0,0.2,,sold,"Kunal Rathore (Base price INR 20 lakh) sold to RR for INR 20 lakh (USD 24,000)"
2023,Avinash Singh,1346364.0,0.2,,sold,"Avinash Singh (Base price INR 20 lakh) sold to RCB for INR 60 lakh (USD 73,000)"
2023,Nitish Kumar Reddy,1175496.0,0.2,,sold,"Nitish Kumar Reddy (Base price INR 20 lakh) sold to SRH for INR 20 lakh (USD 24,000)"
2023,David Wiese,232292.0,0.2,,sold,"David Wiese (Base price INR 20 lakh) sold to KKR for INR 1 crore (USD 121,000)"
2023,Shams Mulani,1131607.0,0.2,,sold,"Shams Mulani (Base price INR 20 lakh) sold to Mumbai Indians for INR 20 lakh (24,000)"
2023,Swapnil Singh,232292.0,0.2,,sold,"Swapnil Singh (Base price INR 20 lakh) sold to LSG for INR 20 lakh (24,000)"
2023,Mohit Sharma,928067.0,0.5,,sold,"Mohit Sharma (Base price INR 50 lakh) sold to Gujarat Titans for INR 50 lakh (USD 60,000)"
2023,Josh Little,928067.0,0.5,,sold,"Josh Little (Base price INR 50 lakh) sold to Gujarat Titans for INR 4.4 crore (USD 536,000)"
2023,Suyash Sharma,1350792.0,0.2,,sold,"Suyash Sharma (Base price INR 20 lakh) sold to KKR for INR 20 lakh (USD 24,000)"
2023,Rajan Kumar,1339027.0,0.2,,sold,"Rajan Kumar (Base price INR 20 lakh) sold to RCB for INR 70 lakh (USD 85,000)"
2023,Vidwath Kaverappa,1155262.0,0.2,,sold,"Vidwath Kaverappa (Base price INR 20 lakh) sold to Punjab Kings for INR 20 lakh (USD 24,000)"
2023,Vishnu Vinod,732293.0,0.2,,sold,"Vishnu Vinod (Base price INR 20 lakh) sold to Mumbai Indians for INR 20 lakh (USD 24,000)"
2023,Urvil Patel,1131570.0,0.2,,sold,"Urvil Patel (Base price INR 20 lakh) sold to Gujarat Titans for INR 20 lakh (USD 24,000)"
2023,Donovan Ferreira,698315.0,0.2,,sold,"Donovan Ferreira (Base price INR 20 lakh) sold to Rajasthan Royals for INR 50 lakh (USD 60,000)"
2023,Prerak Mankad,956871.0,0.2,,sold,"Prerak Mankad (Base price INR 20 lakh) sold to LSG for INR 20 lakh (USD 24,000)"
2023,Duan Jansen,595954.0,0.2,,sold,"Duan Jansen (Base price INR 20 lakh) sold to Mumbai Indians for INR 20 lakh (USD 24,000)"
2023,Mayank Dagar,942367.0,0.2,,sold,"Mayank Dagar (Base price INR 20 lakh) sold to SRH for INR 1.8 crore (USD 219,000)"
2023,Manoj Bhandage,1057399.0,0.2,,sold,"Manoj Bhandage (Base price INR 20 lakh) sold to RCB for INR 20 lakh (USD 24,000)"
2023,Harpreet Bhatia,340854.0,0.2,,sold,"Harpreet Bhatia (Base price INR 20 lakh) sold to Punjab Kings for INR 40 lakh (USD 48,000)"
2023,Amit Mishra,31107.0,0.5,,sold,"Amit Mishra (Base price INR 50 lakh) sold to LSG for INR 50 lakh (USD 60,000)"
2023,Piyush Chawla,32966.0,0.5,,sold,"Piyush Chawla (Base price INR 50 lakh) sold to Mumbai Indians for INR 50 lakh (USD 60,000)"
2023,Kylie Jamieson,625960.0,1.0,,sold,"Kylie Jamieson (Base price INR 1 crore) sold to CSK for INR 1 crore (USD 121,000)"
2023,Daniel Sams,826901.0,0.75,,sold,"Daniel Sams (Base price INR 75 lakh) sold to LSG for INR 75 lakh (USD 91,000)"
2023,Romario Shepherd,677077.0,0.5,,sold,"Romario Shepherd (Base price INR 50 lakh) sold to LSG for INR 50 lakh (USD 60,000)"
2023,Will Jacks,897549.0,1.5,,sold,"Will Jacks (Base price INR 1.5 crore) sold to RCB for INR 3.2 crore (USD 390,000)"
2023,Manish Pandey,290630.0,1.0,,sold,"Manish Pandey (Base price INR 1 crore) sold to Delhi Capitals for INR 2.4 crore (USD 292,000)"
2023,Himanshu Sharma,1350761.0,0.2,,sold,"Himanshu Sharma (Base price INR 20 lakh) sold to RCB for INR 20 lakh (USD 24,000)"
2023,Mukesh Kumar,926851.0,0.2,,sold,"Mukesh Kumar (Base price INR 20 lakh) sold to Delhi Capitals for INR 5.5 crore (USD 670,000)"
2023,Shivam Mavi,1079848.0,0.4,,sold,"Shivam Mavi (Base price INR 40 lakh) sold to Gujarat Titans for INR 6 crore (USD 731,000) sin"
2023,Yash Thakur,1070196.0,0.2,,sold,"Yash Thakur (Base price INR 20 lakh) sold to LSG for INR 45 lakh (USD 54,000)"
2023,Vaibhav Arora,1209292.0,0.2,,sold,"Vaibhav Arora (Base price INR 20 lakh) sold to KKR for INR 60 lakh (USD 73,000)"
2023,Upendra Yadav,732269.0,0.2,,sold,"Upendra Yadav (Base price INR 20 lakh) sold to SRH for INR 25 lakh (USD 30,000)"
2023,KS Bharat,529436.0,0.2,,sold,"KS Bharat (Base price INR 20 lakh) sold to Gujarat Titans for INR 1.2 crore (USD 146,000)"
2023,N Jagadeesan,1048813.0,0.2,,sold,"N Jagadeesan (Base price INR 20 lakh) sold to KKR for INR 90 lakh (USD 109,000)"
2023,Nishant Sindhu,1292506.0,0.2,,sold,"Nishant Sindhu (Base price INR 20 lakh) sold to CSK for INR 60 lakh (USD 73,000)"
2023,Sanvir Singh,1132219.0,0.2,,sold,"Sanvir Singh (Base price INR 20 lakh) sold to SRH for INR 20 lakh (USD 24,000)"
2023,Samarth Vyas,853859.0,0.2,,sold,"Samarth Vyas (Base price INR 20 lakh) sold to SRH for INR 20 lakh (USD 24,000)"
2023,Vivrant Sharma,1252370.0,0.2,,sold,"Vivrant Sharma (Base price INR 20 lakh) sold to SRH for INR 2.6 crore (USD 317,000)"
2023,Shaik Rasheed,1292497.0,0.2,,sold,"Shaik Rasheed (Base price INR 20 lakh) sold to CSK for INR 20 lakh (USD 24,000)"
2023,Mayank Markande,1081442.0,0.5,,sold,"Mayank Markande (Base price INR 50 lakh) sold to SRH for INR 50 lakh (USD 60,000)"
2023,Adil Rashid,244497.0,2.0,,sold,"Adil Rashid (Base price INR 2 crore) sold to SRH for INR 2 crore (USD 243,000)"
2023,Ishant Sharma,236779.0,0.5,,sold,"Ishant Sharma (Base price INR 50 lakh) sold to Delhi Capitals for INR 50 lakh (USD 60,000)"
2023,Jhye Richardson,774223.0,1.5,,sold,"Jhye Richardson (Base price INR 1.5 crore) sold to Mumbai Indians for INR 1.5 crore (USD 182,000)"
2023,Jaydev Unadkat,390484.0,0.5,,sold,"Jaydev Unadkat (Base price INR 50 lakh) sold to LSG for INR 50 lakh (USD 60,000)"
2023,Reece Topley,461632.0,0.75,,sold,"Reece Topley (Base price INR 75 lakh) sold to RCB for INR 1.9 crore (USD 231,000)"
