year,player_name,player_id,base_price_in_cr,base_price_usd,status,source_text
2023,Phil Salt,669365.0,2.0,,sold,"Phil Salt (Base price INR 2 crore) sold to Delhi Capitals for INR 2 crore (USD 243,000)"
2023,Heinrich Klaasen,436757.0,1.0,,sold,"Heinrich Klaasen (Base price INR 1 crore) sold to SRH for INR 5.25 crore (USD 640,000)"
2023,Nicholas Pooran,604302.0,2.0,,sold,"Nicholas Pooran (Base price INR 2 crore) sold to LSG for INR 16 crore (USD 1,951,000)"
2023,Ben Stokes,311158.0,2.0,,sold,"Ben Stokes (Base price INR 2 crore) sold to CSK for INR 16.25 crore (USD 1,981,000)"
2023,Cameron Green,1076713.0,2.0,,sold,"Cameron Green (Base price INR 2 crore) sold to Mumbai Indians for INR 17.5 crore (USD 2,134,000)"
2023,Jason Holder,391485.0,2.0,,sold,"Jason Holder (Base price INR 2 crore) sold to Rajasthan Royals for INR 5.75 crore (USD 701,000)"
2023,Sikandar Raza,299572.0,0.5,,sold,"Sikandar Raza (Base price INR 50 lakh) sold to Punjab Kings for INR 50 lakh (USD 60,000)"
2023,Odean Smith,8206916.0,0.5,,sold,"Odean Smith (Base price INR 50 lakh) sold to Gujarat Titans for INR 50 lakh (USD 60,000)"
2023,Sam Curran,6629738.0,2.0,,sold,"Sam Curran (Base price INR 2 crore) sold to Punjab Kings for INR 18.5 crore (USD 2,256,000)"
2023,Ajinkya Rahane,277916.0,0.5,,sold,"Ajinkya Rahane (Base price INR 50 lakh) sold to CSK for INR 50 lakh (USD 60,000)"
2023,Mayank Agarwal,398438.0,1.0,,sold,"Mayank Agarwal (Base price INR 1 crore) sold to SRH for INR 8.25 crore (USD 1,006,000)"
2023,Harry Brook,911707.0,1.5,,sold,"Harry Brook (Base price INR 1.5 crore) sold to SRH for INR 13.25 crore (USD 1,615,000)"
2023,Kane Williamson,277906.0,2.0,,sold,"Kane Williamson (Base price INR 2 crore) sold to Gujarat Titans for INR 2 crore (USD 243,000)"
2023,Ekant Sen,977815.0,0.2,,unsold,Ekant Sen (Base price INR 20 lakh)
2023,Prashant Chopra,500135.0,0.2,,unsold,Prashant Chopra (Base price INR 20 lakh)
2023,Luke Wood,573170.0,1.0,,unsold,Luke Wood (Base price INR 1 crore)
2023,Johnson Charles,333066.0,0.5,,unsold,Johnson Charles (Base price INR 50 lakh)
2023,Dilshan Madushanka,793007.0,0.5,,unsold,Dilshan Madushanka (Base price INR 50 lakh)
2023,Tom Curran,550235.0,0.75,,unsold,Tom Curran (Base price INR 75 lakh)
2023,Rehan Ahmed,1263691.0,0.5,,unsold,Rehan Ahmed (Base price INR 50 lakh)
2023,G Ajitesh,1320758.0,0.2,,unsold,G Ajitesh (Base price INR 20 lakh)
2023,Sanjay Yadav,1048841.0,0.2,,unsold,Sanjay Yadav (Base price INR 20 lakh)
2023,Sumeet Verma,390724.0,0.2,,unsold,Sumeet Verma (Base price INR 20 lakh)
2023,Himanshu Bisht,1175434.0,0.2,,unsold,Himanshu Bisht (Base price INR 20 lakh)
2023,Shubhang Hegde,1119008.0,0.2,,unsold,Shubhang Hegde (Base price INR 20 lakh)
2023,Deepesh Nailwal,1350777.0,0.2,,unsold,Deepesh Nailwal (Base price INR 20 lakh)
2023,Trilok Nag,1048807.0,0.2,,unsold,Trilok Nag (Base price INR 20 lakh)
2023,Shubham Kapse,1126969.0,0.2,,unsold,Shubham Kapse (Base price INR 20 lakh)
2023,Utkarsh Singh,1081437.0,0.2,,unsold,Utkarsh Singh (Base price INR 20 lakh)
2023,Jitendar Pal,1209347.0,0.2,,unsold,Jitendar Pal (Base price INR 20 lakh)
2023,B Surya,1320753.0,0.2,,unsold,B Surya (Base price INR 20 lakh)
2023,R Sanjay,807657.0,0.2,,unsold,R Sanjay (Base price INR 20 lakh)
2023,Priyank Panchal,340062.0,0.2,,unsold,Priyank Panchal (Base price INR 20 lakh)
2023,Varun Aaron,360911.0,0.5,,unsold,Varun Aaron (Base price INR 50 lakh)
2023,Richard Gleeson,473191.0,0.5,,unsold,Richard Gleeson (Base price INR 50 lakh)
2023,Jamie Overton,510530.0,2.0,,unsold,Jamie Overton (Base price INR 2 crore)
2023,Yuvraj Chudasama,969367.0,0.2,,unsold,Yuvraj Chudasama (Base price INR 20 lakh)
2023,Tejas Baroka,1082859.0,0.2,,unsold,Tejas Baroka (Base price INR 20 lakh)
2023,Paul van Meekeren,348109.0,0.2,,unsold,Paul van Meekeren (Base price INR 20 lakh)
2023,Akash Singh,1175458.0,0.2,,unsold,Akash Singh (Base price INR 20 lakh)
2023,Karan Shinde,956035.0,0.2,,unsold,Karan Shinde (Base price INR 20 lakh)
2023,B Indrajith,477069.0,0.2,,unsold,B Indrajith (Base price INR 20 lakh)
2023,J Suchith,527663.0,0.2,,unsold,J Suchith (Base price INR 20 lakh)
2023,Suryansh Shedge,1339698.0,0.2,,unsold,Suryansh Shedge (Base price INR 20 lakh)
2023,Wayne Parnell,265564.0,0.75,,unsold,Wayne Parnell (Base price INR 75 lakh)
2023,Will Smeed,1099224.0,0.4,,unsold,Will Smeed (Base price INR 40 lakh)
2023,Blessing Muzarabani,827051.0,0.5,,unsold,Blessing Muzarabani (Base price INR 50 lakh)
2023,Dushmanth Chameera,552152.0,0.5,,unsold,Dushmanth Chameera (Base price INR 50 lakh)
2023,Taskin Ahmed,538506.0,0.5,,unsold,Taskin Ahmed (Base price INR 50 lakh)
2023,Sandeep Sharma,438362.0,0.5,,unsold,Sandeep Sharma (Base price INR 50 lakh)
2023,Riley Meredith,961713.0,1.5,,unsold,Riley Meredith (Base price INR 1.5 crore)
2023,Dasun Shanaka,437316.0,0.5,,unsold,Dasun Shanaka (Base price INR 50 lakh)
2023,Jimmy Neesham,355269.0,2.0,,unsold,Jimmy Neesham (Base price INR 2 crore)
2023,Mohammad Nabi,25913.0,1.0,,unsold,Mohammad Nabi (Base price INR 1 crore)
2023,Daryl Mitchell,381743.0,1.0,,unsold,Daryl Mitchell (Base price INR 1 crore)
2023,Dawid Malan,236489.0,1.5,,unsold,Dawid Malan (Base price INR 1.5 crore)
2023,Travis Head,530011.0,2.0,,unsold,Travis Head (Base price INR 2 crore)
2023,Sherfane Rutherford,914541.0,1.5,,unsold,Sherfane Rutherford (Base price INR 1.5 crore)
2023,Rassie van der Dussen,337790.0,2.0,,unsold,Rassie van der Dussen (Base price INR 2 crore)
2023,Paul Stirling,303427.0,0.5,,unsold,Paul Stirling (Base price INR 50 lakh)
2023,S Midhun,1131619.0,0.2,,unsold,S Midhun (Base price INR 20 lakh)
2023,Shreyas Gopal,344580.0,0.2,,unsold,Shreyas Gopal (Base price INR 20 lakh)
2023,Izharulhaq Naveed,1076473.0,0.2,,unsold,Izharulhaq Naveed (Base price INR 20 lakh)
2023,Chintal Gandhi,1246531.0,0.2,,unsold,Chintal Gandhi (Base price INR 20 lakh)
2023,Lance Morris,1125317.0,0.3,,unsold,Lance Morris (Base price INR 30 lakh)
2023,Mujtaba Yousuf,1175484.0,0.2,,unsold,Mujtaba Yousuf (Base price INR 20 lakh)
2023,Mohammed Azharuddeen,940733.0,0.2,,unsold,Mohammed Azharuddeen (Base price INR 20 lakh)
2023,Dinesh Bana,1292500.0,0.2,,unsold,Dinesh Bana (Base price INR 20 lakh)
2023,Sumit Kumar,820393.0,0.2,,unsold,Sumit Kumar (Base price INR 20 lakh)
2023,Shashank Singh,377534.0,0.2,,unsold,Shashank Singh (Base price INR 20 lakh)
2023,Abhimanyu Easwaran,699491.0,0.2,,unsold,Abhimanyu Easwaran (Base price INR 20 lakh)
2023,Corbin Bosch,805235.0,0.2,,unsold,Corbin Bosch (Base price INR 20 lakh)
2023,Saurabh Kumar,627214.0,0.2,,unsold,Saurabh Kumar (Base price INR 20 lakh)
2023,Priyam Garg,1070180.0,0.2,,unsold,Priyam Garg (Base price INR 20 lakh)
2023,Himmat Singh,805235.0,0.2,,unsold,Himmat Singh (Base price INR 20 lakh)
2023,Rohan Kunnummal,10793828.0,0.2,,unsold,Rohan Kunnummal (Base price INR 20 lakh)
2023,Shubham Khajuria,543078.0,0.2,,unsold,Shubham Khajuria (Base price INR 20 lakh)
2023,LR Chethan,1197718.0,0.2,,unsold,LR Chethan (Base price INR 20 lakh)
2023,Mujeeb Ur Rahman,974109.0,1.0,,unsold,Mujeeb Ur Rahman (Base price INR 1 crore)
2023,Tabraiz Shamsi,379145.0,1.0,,unsold,Tabraiz Shamsi (Base price INR 1 crore)
2023,Kusal Mendis,629074.0,0.5,,unsold,Kusal Mendis (Base price INR 50 lakh)
2023,Tom Banton,8770518.0,2.0,,unsold,Tom Banton (Base price INR 2 crore)
2023,Chris Jordan,288992.0,2.0,,unsold,Chris Jordan (Base price INR 2 crore)
2023,Adam Milne,450860.0,2.0,,unsold,Adam Milne (Base price INR 2 crore)
2012,Brendon McCullum,37737.0,,400000.0,bought,"Brendon McCullum - $900,000 to Kolkata Knight Riders (base price $400,000)"
2012,Ravindra Jadeja,234675.0,,100000.0,bought,Ravindra Jadeja - Maximum purse of $2 million bid by Chennai Super Kings and Deccan Chargers. It goes to a tiebreaker. Bought by Chennai Super Kings for an undi
2012,Muttiah Muralitharan,49636.0,,200000.0,bought,"Muttiah Muralitharan - $220,000 to Royal Challengers Bangalore (base price $200,000)"
2012,Mahela Jayawardene,49289.0,,300000.0,bought,"Mahela Jayawardene - $1.4 million to Delhi Daredevils (base price $300,000)"
2012,Herschelle Gibbs,45224.0,,50000.0,bought,"Herschelle Gibbs - $50,000 to Mumbai Indians (base price $50,000)"
2012,Brad Hodge,5674.0,,200000.0,bought,"Brad Hodge - $475,000 to Rajasthan Royals (base price $200,000)"
2012,Parthiv Patel,32242.0,,200000.0,bought,"Parthiv Patel - $650,000 to Deccan Chargers (base price $200,000)"
2012,Dinesh Chandimal,300628.0,,50000.0,bought,"Dinesh Chandimal - $50,000 to Rajasthan Royals (base price $50,000)"
2012,Andre Russell,276298.0,,50000.0,bought,"Andre Russell - $450,000 to Delhi Daredevils (base price $50,000)"
2012,Mitchell Johnson,6033.0,,300000.0,bought,"Mitchell Johnson - $300,000 to Mumbai Indians (base price $300,000)"
2012,RP Singh,35280.0,,200000.0,bought,"RP Singh - $600,000 to Mumbai Indians (base price $200,000)"
2012,Vinay Kumar,35731.0,,100000.0,bought,"Vinay Kumar - $1 million to Royal Challengers Bangalore (base price $100,000)"
2012,Sreesanth,34274.0,,400000.0,bought,"Sreesanth - $400,000 to Rajasthan Royals (base price $400,000)"
2012,Ramesh Powar,32391.0,,100000.0,bought,"Ramesh Powar - $160,000 to Kings XI Punjab (base price $100,000)"
2012,Brad Hogg,5681.0,,100000.0,bought,"Brad Hogg - $180,000 to Rajasthan Royals (base price $100,000)"
2012,Sunil Narine,230558.0,,50000.0,bought,"Sunil Narine - $700,000 to Kolkata Knight Riders (base price $50,000)"
2012,Robin Peterson,46750.0,,100000.0,bought,"Robin Peterson - $100,000 to Mumbai Indians (base price $100,000)"
2012,Daniel Harris,5583.0,,50000.0,bought,"Daniel Harris - $70,000 to Deccan Chargers (base price 50,000)"
2012,Kevon Cooper,371814.0,,50000.0,bought,"Kevon Cooper - $50,000 to Rajasthan Royals (base price 50,000)"
2012,James Faulkner,270484.0,,100000.0,bought,"James Faulkner - $190,000 to Kings XI Punjab (base price $100,000)"
2012,Azhar Mahmood,39024.0,,100000.0,bought,"Azhar Mahmood - $200,000 to Kings XI Punjab (base price $100,000)"
2012,Thisara Perera,233514.0,,50000.0,bought,"Thisara Perera - $650,000 to Mumbai Indians (base price $50,000)"
2012,Marchant de Lange,393279.0,,50000.0,bought,"Marchant de Lange - $50,000 to Kolkata Knight Riders (base price $50,000)"
2012,Darren Bravo,277472.0,,100000.0,bought,"Darren Bravo - $100,000 to Deccan Chargers (base price $100,000)"
2012,Doug Bracewell,362541.0,,50000.0,bought,"Doug Bracewell - $50,000 to Delhi Daredevils (base price $50,000)"
2012,Chris Gayle,,,,retained,"Chris Gayle - Royal Challengers Bangalore, $550,000"
2012,Sourav Ganguly,,,,retained,"Sourav Ganguly - Pune Warriors, $400,000"
2012,David Miller,,,,retained,"David Miller - Kings XI Punjab, $100,000"
2012,Kevin Pietersen,,,,transferred,Kevin Pietersen - Deccan Chargers to Delhi Daredevils
2012,Andrew McDonald,,,,transferred,Andrew McDonald - Delhi Daredevils to Royal Challengers Bangalore
2012,Dinesh Karthik,,,,transferred,Dinesh Karthik - Kings XI Punjab to Mumbai Indians
2012,Pragyan Ojha,,,,transferred,Pragyan Ojha - Deccan Chargers to Mumbai Indians
2012,R Sathish,,,,transferred,R Sathish - Mumbai Indians to Kings XI Punjab
2012,Harmeet Singh,,,,transferred,Harmeet Singh - Deccan Chargers to Kings XI Punjab
2012,James Anderson,,,300000.0,unsold,"James Anderson - base price $300,000"
2012,Tamim Iqbal,,,50000.0,unsold,"Tamim Iqbal - base price $50,000"
2012,Adrian Barath,,,50000.0,unsold,"Adrian Barath - base price $50,000"
2012,Ramnaresh Sarwan,,,100000.0,unsold,"Ramnaresh Sarwan - base price $100,000"
2012,Ian Bell,,,200000.0,unsold,"Ian Bell - base price $200,000"
2012,Owais Shah,,,200000.0,unsold,"Owais Shah - base price $200,000"
2012,Upul Tharanga,,,50000.0,unsold,"Upul Tharanga - base price $50,000"
2012,VVS Laxman,,,400000.0,unsold,"VVS Laxman - base price $400,000"
2012,Matt Prior,,,200000.0,unsold,"Matt Prior - base price $200,000"
2012,Brendan Taylor,,,100000.0,unsold,"Brendan Taylor - base price $100,000"
2012,Mark Boucher,,,100000.0,unsold,"Mark Boucher - base price $100,000"
2012,Justin Kemp,,,100000.0,unsold,"Justin Kemp - base price $100,000"
2012,Marlon Samuels,,,100000.0,unsold,"Marlon Samuels - base price $100,000"
2012,Steven Smith,,,200000.0,unsold,"Steven Smith - base price $200,000"
2012,Ravi Bopara,,,100000.0,unsold,"Ravi Bopara - base price $100,000"
2012,Luke Wright,,,200000.0,unsold,"Luke Wright - base price $200,000"
2012,Kevin O'Brien,,,50000.0,unsold,"Kevin O'Brien - base price $50,000"
2012,Dwayne Smith,,,100000.0,unsold,"Dwayne Smith - base price $100,000"
2012,Lonwabo Tsotsobe,,,50000.0,unsold,"Lonwabo Tsotsobe - base price $50,000"
2012,VRV Singh,,,100000.0,unsold,"VRV Singh - base price $100,000"
2012,Vernon Philander,,,200000.0,unsold,"Vernon Philander - base price $200,000"
2012,Fidel Edwards,,,100000.0,unsold,"Fidel Edwards - base price $100,000"
2012,Ravi Rampaul,,,100000.0,unsold,"Ravi Rampaul - base price $100,000"
2012,Peter Siddle,,,200000.0,unsold,"Peter Siddle - base price $200,000"
2012,Tim Southee,,,100000.0,unsold,"Tim Southee - base price $100,000"
2012,Graeme Swann,,,400000.0,unsold,"Graeme Swann - base price $400,000"
2012,Rangana Herath,,,50000.0,unsold,"Rangana Herath - base price $50,000"
2012,Ajantha Mendis,,,50000.0,unsold,"Ajantha Mendis - base price $50,000"
2012,Steve O'Keefe,,,100000.0,unsold,"Steve O'Keefe - base price $100,000"
2012,Xavier Doherty,,,100000.0,unsold,"Xavier Doherty - base price $100,000"
2012,Michael Klinger,,,50000.0,unsold,"Michael Klinger - base price $50,000"
2012,Richard Levi,,,50000.0,unsold,"Richard Levi base price $50,000"
2012,Alviro Petersen,,,100000.0,unsold,"Alviro Petersen base price $100,000"
2012,Lendl Simmons,,,50000.0,unsold,"Lendl Simmons base price $50,000"
2012,Farveez Maharoof,,,50000.0,unsold,"Farveez Maharoof - base price $50,000"
2012,Jacob Oram,,,100000.0,unsold,"Jacob Oram - base price $100,000"
2012,Moises Henriques,,,50000.0,unsold,"Moises Henriques - base price $50,000"
2012,Ben Laughlin,,,50000.0,unsold,"Ben Laughlin - base price $50,000"
2012,Ryan McLaren,,,100000.0,unsold,"Ryan McLaren - base price $100,000"
2012,Nicky Boje,,,200000.0,unsold,"Nicky Boje - base price $200,000"
2012,Jacques Rudolph,,,20000.0,unsold,"Jacques Rudolph - base price $20,000"
2012,Andy McKay,,,50000.0,unsold,"Andy McKay - base price $50,000"
2012,Alister McDermott,,,20000.0,unsold,"Alister McDermott - base price $20,000"
2012,Michael Neser,,,50000.0,unsold,"Michael Neser - base price $50,000"
2022,Aman Khan,1119011.0,0.2,,sold,Aman Khan (Base price INR 20 lakh) sold to Kolkata Knight Riders for INR 20 lakh
2022,David Willey,308251.0,2.0,,sold,David Willey (Base price INR 2 crore) sold to Royal Challengers Bangalore for INR 2 crore
2022,Fabian Allen,670013.0,0.75,,sold,Fabian Allen (Base price INR 75 lakh) sold to Mumbai Indians for INR 75 lakh
2022,Luvnith Sisodia,1155253.0,0.2,,sold,Luvnith Sisodia (Base price INR 20 lakh) sold to Royal Challengers Bangalore for INR 20 lakh
2022,Aryan Juyal,1130300.0,0.2,,sold,Aryan Juyal (Base price INR 20 lakh) sold to Mumbai Indians for INR 20 lakh
2022,B Sai Sudharsan,1151288.0,0.2,,sold,B Sai Sudharsan (Base price INR 20 lakh) sold to Gujarat Titans at INR 20 lakh
2022,Siddarth Kaul,326017.0,0.75,,sold,Siddarth Kaul (Base price INR 75 lakh) sold to Royal Challengers Bangalore for INR 75 lakh
2022,Daryl Mitchell,381743.0,0.75,,sold,Daryl Mitchell (Base price INR 75 lakh) sold to Rajasthan Royals for INR 75 lakh
2022,Rassie van der Dussen,337790.0,1.0,,sold,Rassie van der Dussen (Base price INR 1 crore) sold to Rajasthan Royals for INR 1 crore
2022,Vicky Ostwal,1292520.0,0.2,,sold,Vicky Ostwal (Base price INR 20 lakh) sold to Delhi Capitals for INR 20 lakh
2022,Nathan Coulter-Nile,261354.0,2.0,,sold,Nathan Coulter-Nile (Base price INR 2 crore) sold to Rajasthan Royals for INR 2 crore
