year,player_id,player_name,team,sold_price,sold_price_in_cr,purse_spent,purse_spent_in_cr,purse_left,purse_left_in_cr
2018,554691,Axar Patel,Kings XI Punjab,125000000,12.5,799000000.0,79.9,1000000.0,0.1
2018,537126,Barinder Sran,Kings XI Punjab,22000000,2.2,799000000.0,79.9,1000000.0,0.1
2018,679567,Ben Dwarshuis,Kings XI Punjab,14000000,1.4,799000000.0,79.9,1000000.0,0.1
2018,51880,Chris Gayle,Kings XI Punjab,20000000,2.0,799000000.0,79.9,1000000.0,0.1
2018,321777,David Miller,Kings XI Punjab,30000000,3.0,799000000.0,79.9,1000000.0,0.1
2018,422108,KL Rahul,Kings XI Punjab,110000000,11.0,799000000.0,79.9,1000000.0,0.1
2018,398439,Karun Nair,Kings XI Punjab,56000000,5.6,799000000.0,79.9,1000000.0,0.1
2018,35565,Manoj Tiwary,Kings XI Punjab,10000000,1.0,799000000.0,79.9,1000000.0,0.1
2018,1080203,Manzoor Dar,Kings XI Punjab,2000000,0.2,799000000.0,79.9,1000000.0,0.1
2018,325012,Marcus Stoinis,Kings XI Punjab,62000000,6.2,799000000.0,79.9,1000000.0,0.1
2018,398438,Mayank Agarwal,Kings XI Punjab,10000000,1.0,799000000.0,79.9,1000000.0,0.1
2018,942367,Mayank Dagar,Kings XI Punjab,2000000,0.2,799000000.0,79.9,1000000.0,0.1
2018,537119,Mohit Sharma,Kings XI Punjab,24000000,2.4,799000000.0,79.9,1000000.0,0.1
2018,974109,Mujeeb Zadran,Kings XI Punjab,40000000,4.0,799000000.0,79.9,1000000.0,0.1
2018,34155,Pardeep Sahu,Kings XI Punjab,2000000,0.2,799000000.0,79.9,1000000.0,0.1
2018,26421,R Ashwin,Kings XI Punjab,76000000,7.6,799000000.0,79.9,1000000.0,0.1
2018,36084,Yuvraj Singh,Kings XI Punjab,20000000,2.0,799000000.0,79.9,1000000.0,0.1
2018,276298,Andre Russell,Kolkata Knight Riders,85000000,8.5,800000000.0,80.0,0.0,0.0
2018,505773,Apoorv Wankhade,Kolkata Knight Riders,2000000,0.2,800000000.0,80.0,0.0,0.0
2018,322810,Cameron Delport,Kolkata Knight Riders,3000000,0.3,800000000.0,80.0,0.0,0.0
2018,326637,Chris Lynn,Kolkata Knight Riders,96000000,9.6,800000000.0,80.0,0.0,0.0
2018,30045,Dinesh Karthik,Kolkata Knight Riders,74000000,7.4,800000000.0,80.0,0.0,0.0
2018,279554,Ishank  Jaggi,Kolkata Knight Riders,2000000,0.2,800000000.0,80.0,0.0,0.0
2018,230554,Javon Searles,Kolkata Knight Riders,3000000,0.3,800000000.0,80.0,0.0,0.0
2018,1070188,Kamlesh Nagarkoti,Kolkata Knight Riders,32000000,3.2,800000000.0,80.0,0.0,0.0
2018,559235,Kuldeep Yadav,Kolkata Knight Riders,58000000,5.8,800000000.0,80.0,0.0,0.0
2018,6033,Mitchell Johnson,Kolkata Knight Riders,20000000,2.0,800000000.0,80.0,0.0,0.0
2018,311592,Mitchell Starc,Kolkata Knight Riders,94000000,9.4,800000000.0,80.0,0.0,0.0
2018,604527,Nitish Rana,Kolkata Knight Riders,34000000,3.4,800000000.0,80.0,0.0,0.0
2018,32966,Piyush Chawla,Kolkata Knight Riders,42000000,4.2,800000000.0,80.0,0.0,0.0
2018,723105,Rinku Singh,Kolkata Knight Riders,8000000,0.8,800000000.0,80.0,0.0,0.0
2018,35582,Robin Uthappa,Kolkata Knight Riders,64000000,6.4,800000000.0,80.0,0.0,0.0
2018,1079848,Shivam Mavi,Kolkata Knight Riders,30000000,3.0,800000000.0,80.0,0.0,0.0
2018,1070173,Shubman Gill,Kolkata Knight Riders,18000000,1.8,800000000.0,80.0,0.0,0.0
2018,230558,Sunil Narine,Kolkata Knight Riders,125000000,12.5,800000000.0,80.0,0.0,0.0
2018,35731,Vinay Kumar,Kolkata Knight Riders,10000000,1.0,800000000.0,80.0,0.0,0.0
2018,333904,Aditya  Tare,Mumbai Indians,2000000,0.2,793500000.0,79.35,6500000.0,0.65
2018,574178,Akila Dananjaya,Mumbai Indians,5000000,0.5,793500000.0,79.35,6500000.0,0.65
2018,1079839,Anukul Roy,Mumbai Indians,2000000,0.2,793500000.0,79.35,6500000.0,0.65
2018,230371,Ben Cutting,Mumbai Indians,22000000,2.2,793500000.0,79.35,6500000.0,0.65
2018,431901,Evin Lewis,Mumbai Indians,38000000,3.8,793500000.0,79.35,6500000.0,0.65
2018,625371,Hardik Pandya,Mumbai Indians,110000000,11.0,793500000.0,79.35,6500000.0,0.65
2018,720471,Ishan Kishan,Mumbai Indians,62000000,6.2,793500000.0,79.35,6500000.0,0.65
2018,44932,JP Duminy,Mumbai Indians,10000000,1.0,793500000.0,79.35,6500000.0,0.65
2018,272477,Jason Behrendorff,Mumbai Indians,15000000,1.5,793500000.0,79.35,6500000.0,0.65
2018,625383,Jasprit Bumrah,Mumbai Indians,70000000,7.0,793500000.0,79.35,6500000.0,0.65
2018,230559,Kieron Pollard,Mumbai Indians,54000000,5.4,793500000.0,79.35,6500000.0,0.65
2018,471342,Krunal Pandya,Mumbai Indians,88000000,8.8,793500000.0,79.35,6500000.0,0.65
2018,822703,MD Nidheesh,Mumbai Indians,2000000,0.2,793500000.0,79.35,6500000.0,0.65
2018,1081442,Mayank Markande,Mumbai Indians,2000000,0.2,793500000.0,79.35,6500000.0,0.65
2018,1132005,Mohsin Khan,Mumbai Indians,2000000,0.2,793500000.0,79.35,6500000.0,0.65
2018,330902,Mustafizur Rahman,Mumbai Indians,22000000,2.2,793500000.0,79.35,6500000.0,0.65
2018,489889,Pat Cummins,Mumbai Indians,54000000,5.4,793500000.0,79.35,6500000.0,0.65
2018,279545,Pradeep Sangwan,Mumbai Indians,15000000,1.5,793500000.0,79.35,6500000.0,0.65
2018,1064812,Rahul Chahar,Mumbai Indians,19000000,1.9,793500000.0,79.35,6500000.0,0.65
2018,34102,Rohit Sharma,Mumbai Indians,150000000,15.0,793500000.0,79.35,6500000.0,0.65
2018,35390,Saurabh Tiwary,Mumbai Indians,8000000,0.8,793500000.0,79.35,6500000.0,0.65
2018,726989,Sharad  Lumba,Mumbai Indians,2000000,0.2,793500000.0,79.35,6500000.0,0.65
2018,422342,Siddhesh Lad,Mumbai Indians,2000000,0.2,793500000.0,79.35,6500000.0,0.65
2018,446507,Suryakumar Yadav,Mumbai Indians,32000000,3.2,793500000.0,79.35,6500000.0,0.65
2018,1079860,Tajinder Singh,Mumbai Indians,5500000,0.55,793500000.0,79.35,6500000.0,0.65
2018,277916,Ajinkya Rahane,Rajasthan Royals,40000000,4.0,783500000.0,78.35,16500000.0,1.65
2018,422992,Ankit Sharma,Rajasthan Royals,2000000,0.2,783500000.0,78.35,16500000.0,1.65
2018,376324,Anureet Singh,Rajasthan Royals,3000000,0.3,783500000.0,78.35,16500000.0,1.65
2018,1126227,Aryaman Birla,Rajasthan Royals,3000000,0.3,783500000.0,78.35,16500000.0,1.65
2018,315623,Ben Laughlin,Rajasthan Royals,5000000,0.5,783500000.0,78.35,16500000.0,1.65
2018,311158,Ben Stokes,Rajasthan Royals,125000000,12.5,783500000.0,78.35,16500000.0,1.65
2018,308798,Darcy Short,Rajasthan Royals,40000000,4.0,783500000.0,78.35,16500000.0,1.65
2018,277955,Dhawal Kulkarni,Rajasthan Royals,7500000,0.75,783500000.0,78.35,16500000.0,1.65
2018,552152,Dushmantha Chameera,Rajasthan Royals,5000000,0.5,783500000.0,78.35,16500000.0,1.65
2018,424377,Gowtham Krishnappa,Rajasthan Royals,62000000,6.2,783500000.0,78.35,16500000.0,1.65
2018,34349,Jatin Saxena,Rajasthan Royals,2000000,0.2,783500000.0,78.35,16500000.0,1.65
2018,390484,Jaydev Unadkat,Rajasthan Royals,115000000,11.5,783500000.0,78.35,16500000.0,1.65
2018,669855,Jofra Archer,Rajasthan Royals,72000000,7.2,783500000.0,78.35,16500000.0,1.65
2018,308967,Jos  Buttler,Rajasthan Royals,44000000,4.4,783500000.0,78.35,16500000.0,1.65
2018,853265,Mahipal Lomror,Rajasthan Royals,2000000,0.2,783500000.0,78.35,16500000.0,1.65
2018,1131619,Midhun S,Rajasthan Royals,2000000,0.2,783500000.0,78.35,16500000.0,1.65
2018,500135,Prashant Chopra,Rajasthan Royals,2000000,0.2,783500000.0,78.35,16500000.0,1.65
2018,446763,Rahul Tripathi,Rajasthan Royals,34000000,3.4,783500000.0,78.35,16500000.0,1.65
2018,425943,Sanju Samson,Rajasthan Royals,80000000,8.0,783500000.0,78.35,16500000.0,1.65
2018,344580,Shreyas Gopal,Rajasthan Royals,2000000,0.2,783500000.0,78.35,16500000.0,1.65
2018,267192,Steven Smith,Rajasthan Royals,125000000,12.5,783500000.0,78.35,16500000.0,1.65
2018,27223,Stuart Binny,Rajasthan Royals,5000000,0.5,783500000.0,78.35,16500000.0,1.65
2018,712219,Zahir Khan,Rajasthan Royals,6000000,0.6,783500000.0,78.35,16500000.0,1.65
2018,44936,AB de Villiers,Royal Challengers Bangalore,110000000,11.0,798500000.0,79.85,1500000.0,0.15
2018,527299,Aniket Choudhary,Royal Challengers Bangalore,3000000,0.3,798500000.0,79.85,1500000.0,0.15
2018,420644,Aniruddha Joshi,Royal Challengers Bangalore,2000000,0.2,798500000.0,79.85,1500000.0,0.15
2018,37737,Brendon McCullum,Royal Challengers Bangalore,36000000,3.6,798500000.0,79.85,1500000.0,0.15
2018,247235,Chris Woakes,Royal Challengers Bangalore,74000000,7.4,798500000.0,79.85,1500000.0,0.15
2018,55395,Colin de Grandhomme,Royal Challengers Bangalore,22000000,2.2,798500000.0,79.85,1500000.0,0.15
2018,1083033,Kulwant Khejroliya,Royal Challengers Bangalore,8500000,0.85,798500000.0,79.85,1500000.0,0.15
2018,532856,Manan Vohra,Royal Challengers Bangalore,11000000,1.1,798500000.0,79.85,1500000.0,0.15
2018,398506,Mandeep Singh,Royal Challengers Bangalore,14000000,1.4,798500000.0,79.85,1500000.0,0.15
2018,8917,Moeen Ali,Royal Challengers Bangalore,17000000,1.7,798500000.0,79.85,1500000.0,0.15
2018,940973,Mohammed Siraj,Royal Challengers Bangalore,26000000,2.6,798500000.0,79.85,1500000.0,0.15
2018,528067,Murugan Ashwin,Royal Challengers Bangalore,22000000,2.2,798500000.0,79.85,1500000.0,0.15
2018,261354,Nathan Coulter-Nile,Royal Challengers Bangalore,22000000,2.2,798500000.0,79.85,1500000.0,0.15
2018,700167,Navdeep Saini,Royal Challengers Bangalore,30000000,3.0,798500000.0,79.85,1500000.0,0.15
2018,32242,Parthiv Patel,Royal Challengers Bangalore,17000000,1.7,798500000.0,79.85,1500000.0,0.15
2018,422104,Pavan Deshpande,Royal Challengers Bangalore,2000000,0.2,798500000.0,79.85,1500000.0,0.15
2018,530773,Pawan Negi,Royal Challengers Bangalore,10000000,1.0,798500000.0,79.85,1500000.0,0.15
2018,379143,Quinton de Kock,Royal Challengers Bangalore,28000000,2.8,798500000.0,79.85,1500000.0,0.15
2018,642525,Sarfaraz Khan,Royal Challengers Bangalore,30000000,3.0,798500000.0,79.85,1500000.0,0.15
2018,232364,Tim Southee,Royal Challengers Bangalore,10000000,1.0,798500000.0,79.85,1500000.0,0.15
2018,376116,Umesh Yadav,Royal Challengers Bangalore,42000000,4.2,798500000.0,79.85,1500000.0,0.15
2018,253802,Virat Kohli,Royal Challengers Bangalore,170000000,17.0,798500000.0,79.85,1500000.0,0.15
2018,719715,Washington Sundar,Royal Challengers Bangalore,32000000,3.2,798500000.0,79.85,1500000.0,0.15
2018,430246,Yuzvendra Chahal,Royal Challengers Bangalore,60000000,6.0,798500000.0,79.85,1500000.0,0.15
2018,732291,Basil Thampi,Sunrisers Hyderabad,9500000,0.95,793500000.0,79.35,6500000.0,0.65
2018,326016,Bhuvneshwar Kumar,Sunrisers Hyderabad,85000000,8.5,793500000.0,79.35,6500000.0,0.65
2018,533042,Billy Stanlake,Sunrisers Hyderabad,5000000,0.5,793500000.0,79.35,6500000.0,0.65
2018,35928,Bipul Sharma,Sunrisers Hyderabad,2000000,0.2,793500000.0,79.35,6500000.0,0.65
2018,457249,Carlos Brathwaite,Sunrisers Hyderabad,20000000,2.0,793500000.0,79.35,6500000.0,0.65
2018,288992,Chris Jordan,Sunrisers Hyderabad,10000000,1.0,793500000.0,79.35,6500000.0,0.65
2018,219889,David Warner,Sunrisers Hyderabad,125000000,12.5,793500000.0,79.35,6500000.0,0.65
2018,497121,Deepak Hooda,Sunrisers Hyderabad,36000000,3.6,793500000.0,79.35,6500000.0,0.65
2018,277906,Kane Williamson,Sunrisers Hyderabad,30000000,3.0,793500000.0,79.35,6500000.0,0.65
2018,290630,Manish Pandey,Sunrisers Hyderabad,110000000,11.0,793500000.0,79.35,6500000.0,0.65
2018,477050,Mehdi Hasan,Sunrisers Hyderabad,2000000,0.2,793500000.0,79.35,6500000.0,0.65
2018,25913,Mohammad Nabi,Sunrisers Hyderabad,10000000,1.0,793500000.0,79.35,6500000.0,0.65
2018,793463,Rashid Khan,Sunrisers Hyderabad,90000000,9.0,793500000.0,79.35,6500000.0,0.65
2018,642531,Ricky Bhui,Sunrisers Hyderabad,2000000,0.2,793500000.0,79.35,6500000.0,0.65
2018,432783,Sachin Baby,Sunrisers Hyderabad,2000000,0.2,793500000.0,79.35,6500000.0,0.65
2018,438362,Sandeep Sharma,Sunrisers Hyderabad,30000000,3.0,793500000.0,79.35,6500000.0,0.65
2018,56143,Shakib Al Hasan,Sunrisers Hyderabad,20000000,2.0,793500000.0,79.35,6500000.0,0.65
2018,28235,Shikhar Dhawan,Sunrisers Hyderabad,52000000,5.2,793500000.0,79.35,6500000.0,0.65
2018,302579,Shreevats Goswami,Sunrisers Hyderabad,10000000,1.0,793500000.0,79.35,6500000.0,0.65
2018,326017,Siddarth  Kaul,Sunrisers Hyderabad,38000000,3.8,793500000.0,79.35,6500000.0,0.65
2018,942645,Syed Khaleel Ahmed,Sunrisers Hyderabad,30000000,3.0,793500000.0,79.35,6500000.0,0.65
2018,802575,T Natarajan,Sunrisers Hyderabad,4000000,0.4,793500000.0,79.35,6500000.0,0.65
2018,792725,Tanmay Agarwal,Sunrisers Hyderabad,2000000,0.2,793500000.0,79.35,6500000.0,0.65
2018,279810,Wriddhiman Saha,Sunrisers Hyderabad,50000000,5.0,793500000.0,79.35,6500000.0,0.65
2018,32498,Yusuf Pathan,Sunrisers Hyderabad,19000000,1.9,793500000.0,79.35,6500000.0,0.65
2019,33141,Ambati Rayudu,Chennai Super Kings,22000000,2.2,788000000.0,78.8,32000000.0,3.2
2019,628217,Chaitanya Bishnoi,Chennai Super Kings,2000000,0.2,788000000.0,78.8,32000000.0,3.2
2019,308251,David Willey,Chennai Super Kings,20000000,2.0,788000000.0,78.8,32000000.0,3.2
2019,447261,Deepak Chahar,Chennai Super Kings,8000000,0.8,788000000.0,78.8,32000000.0,3.2
2019,590327,Dhruv Shorey,Chennai Super Kings,2000000,0.2,788000000.0,78.8,32000000.0,3.2
2019,51439,Dwayne Bravo,Chennai Super Kings,64000000,6.4,788000000.0,78.8,32000000.0,3.2
2019,44828,Faf du Plessis,Chennai Super Kings,16000000,1.6,788000000.0,78.8,32000000.0,3.2
2019,29264,Harbhajan Singh,Chennai Super Kings,20000000,2.0,788000000.0,78.8,32000000.0,3.2
2019,40618,Imran Tahir,Chennai Super Kings,10000000,1.0,788000000.0,78.8,32000000.0,3.2
2019,1083030,KM Asif,Chennai Super Kings,4000000,0.4,788000000.0,78.8,32000000.0,3.2
2019,30288,Karn Sharma,Chennai Super Kings,50000000,5.0,788000000.0,78.8,32000000.0,3.2
2019,290716,Kedar Jadhav,Chennai Super Kings,78000000,7.8,788000000.0,78.8,32000000.0,3.2
2019,542023,Lungi Ngidi,Chennai Super Kings,5000000,0.5,788000000.0,78.8,32000000.0,3.2
2019,237095,M Vijay,Chennai Super Kings,20000000,2.0,788000000.0,78.8,32000000.0,3.2
2019,28081,MS Dhoni,Chennai Super Kings,150000000,15.0,788000000.0,78.8,32000000.0,3.2
2019,502714,Mitchell Santner,Chennai Super Kings,5000000,0.5,788000000.0,78.8,32000000.0,3.2
2019,537119,Mohit Sharma,Chennai Super Kings,50000000,5.0,788000000.0,78.8,32000000.0,3.2
2019,694209,Monu Kumar,Chennai Super Kings,2000000,0.2,788000000.0,78.8,32000000.0,3.2
2019,1048813,Narayan Jagadeesan,Chennai Super Kings,2000000,0.2,788000000.0,78.8,32000000.0,3.2
2019,234675,Ravindra Jadeja,Chennai Super Kings,70000000,7.0,788000000.0,78.8,32000000.0,3.2
2019,1060380,Ruturaj Gaikwad,Chennai Super Kings,2000000,0.2,788000000.0,78.8,32000000.0,3.2
2019,297628,Sam Billings,Chennai Super Kings,10000000,1.0,788000000.0,78.8,32000000.0,3.2
2019,8180,Shane Watson,Chennai Super Kings,40000000,4.0,788000000.0,78.8,32000000.0,3.2
2019,475281,Shardul Thakur,Chennai Super Kings,26000000,2.6,788000000.0,78.8,32000000.0,3.2
2019,33335,Suresh Raina,Chennai Super Kings,110000000,11.0,788000000.0,78.8,32000000.0,3.2
2019,31107,Amit Mishra,Delhi Capitals,40000000,4.0,738000000.0,73.8,82000000.0,8.2
2019,604534,Ankush Bains,Delhi Capitals,2000000,0.2,738000000.0,73.8,82000000.0,8.2
2019,694211,Avesh Khan,Delhi Capitals,7000000,0.7,738000000.0,73.8,82000000.0,8.2
2019,554691,Axar Patel,Delhi Capitals,50000000,5.0,738000000.0,73.8,82000000.0,8.2
2019,588144,Bandaru Ayyappa,Delhi Capitals,2000000,0.2,738000000.0,73.8,82000000.0,8.2
2019,439952,Chris Morris,Delhi Capitals,110000000,11.0,738000000.0,73.8,82000000.0,8.2
2019,45705,Colin Ingram,Delhi Capitals,64000000,6.4,738000000.0,73.8,82000000.0,8.2
2019,232359,Colin Munro,Delhi Capitals,19000000,1.9,738000000.0,73.8,82000000.0,8.2
2019,452044,Hanuma Vihari,Delhi Capitals,20000000,2.0,738000000.0,73.8,82000000.0,8.2
2019,390481,Harshal Patel,Delhi Capitals,2000000,0.2,738000000.0,73.8,82000000.0,8.2
2019,236779,Ishant Sharma,Delhi Capitals,11000000,1.1,738000000.0,73.8,82000000.0,8.2
2019,237199,Jalaj Saxena,Delhi Capitals,2000000,0.2,738000000.0,73.8,82000000.0,8.2
2019,550215,Kagiso Rabada,Delhi Capitals,42000000,4.2,738000000.0,73.8,82000000.0,8.2
2019,677081,Keemo Paul,Delhi Capitals,5000000,0.5,738000000.0,73.8,82000000.0,8.2
2019,1079842,Manjot Kalra,Delhi Capitals,2000000,0.2,738000000.0,73.8,82000000.0,8.2
2019,853259,Nathu Singh,Delhi Capitals,2000000,0.2,738000000.0,73.8,82000000.0,8.2
2019,1070168,Prithvi Shaw,Delhi Capitals,12000000,1.2,738000000.0,73.8,82000000.0,8.2
2019,423838,Rahul Tewatia,Delhi Capitals,30000000,3.0,738000000.0,73.8,82000000.0,8.2
2019,931581,Rishabh Pant,Delhi Capitals,150000000,15.0,738000000.0,73.8,82000000.0,8.2
2019,960361,Sandeep Lamichhane,Delhi Capitals,2000000,0.2,738000000.0,73.8,82000000.0,8.2
2019,914541,Sherfane Rutherford,Delhi Capitals,20000000,2.0,738000000.0,73.8,82000000.0,8.2
2019,28235,Shikhar Dhawan,Delhi Capitals,52000000,5.2,738000000.0,73.8,82000000.0,8.2
2019,642519,Shreyas Iyer,Delhi Capitals,70000000,7.0,738000000.0,73.8,82000000.0,8.2
2019,277912,Trent Boult,Delhi Capitals,22000000,2.2,738000000.0,73.8,82000000.0,8.2
2019,1083577,Agnivesh Ayachi,Kings XI Punjab,2000000,0.2,783000000.0,78.3,37000000.0,3.7
2019,459508,Andrew Tye,Kings XI Punjab,72000000,7.2,783000000.0,78.3,37000000.0,3.7
2019,591650,Ankit Rajpoot,Kings XI Punjab,30000000,3.0,783000000.0,78.3,37000000.0,3.7
2019,1125976,Arshdeep Singh,Kings XI Punjab,2000000,0.2,783000000.0,78.3,37000000.0,3.7
2019,51880,Chris Gayle,Kings XI Punjab,20000000,2.0,783000000.0,78.3,37000000.0,3.7
2019,1111917,Darshan Nalkande,Kings XI Punjab,3000000,0.3,783000000.0,78.3,37000000.0,3.7
2019,321777,David Miller,Kings XI Punjab,30000000,3.0,783000000.0,78.3,37000000.0,3.7
2019,375126,Hardus Viljoen,Kings XI Punjab,7500000,0.75,783000000.0,78.3,37000000.0,3.7
2019,1168641,Harpreet Brar,Kings XI Punjab,2000000,0.2,783000000.0,78.3,37000000.0,3.7
2019,422108,KL Rahul,Kings XI Punjab,110000000,11.0,783000000.0,78.3,37000000.0,3.7
2019,398439,Karun Nair,Kings XI Punjab,56000000,5.6,783000000.0,78.3,37000000.0,3.7
2019,398506,Mandeep Singh,Kings XI Punjab,14000000,1.4,783000000.0,78.3,37000000.0,3.7
2019,398438,Mayank Agarwal,Kings XI Punjab,10000000,1.0,783000000.0,78.3,37000000.0,3.7
2019,481896,Mohammed Shami,Kings XI Punjab,48000000,4.8,783000000.0,78.3,37000000.0,3.7
2019,5961,Moises Henriques,Kings XI Punjab,10000000,1.0,783000000.0,78.3,37000000.0,3.7
2019,974109,Mujeeb Ur Rahman,Kings XI Punjab,40000000,4.0,783000000.0,78.3,37000000.0,3.7
2019,528067,Murugan Ashwin,Kings XI Punjab,2000000,0.2,783000000.0,78.3,37000000.0,3.7
2019,604302,Nicholas Pooran,Kings XI Punjab,42000000,4.2,783000000.0,78.3,37000000.0,3.7
2019,1161024,Prabhsimran Singh,Kings XI Punjab,48000000,4.8,783000000.0,78.3,37000000.0,3.7
2019,26421,R Ashwin,Kings XI Punjab,76000000,7.6,783000000.0,78.3,37000000.0,3.7
2019,662973,Sam Curran,Kings XI Punjab,72000000,7.2,783000000.0,78.3,37000000.0,3.7
2019,642525,Sarfaraz Khan,Kings XI Punjab,2500000,0.25,783000000.0,78.3,37000000.0,3.7
2019,1108375,Varun Chakravarthy,Kings XI Punjab,84000000,8.4,783000000.0,78.3,37000000.0,3.7
2019,276298,Andre Russell,Kolkata Knight Riders,85000000,8.5,759500000.0,75.95,60500000.0,6.05
2019,481979,Anrich Nortje,Kolkata Knight Riders,2000000,0.2,759500000.0,75.95,60500000.0,6.05
2019,457249,Carlos Brathwaite,Kolkata Knight Riders,50000000,5.0,759500000.0,75.95,60500000.0,6.05
2019,326637,Chris Lynn,Kolkata Knight Riders,96000000,9.6,759500000.0,75.95,60500000.0,6.05
2019,30045,Dinesh Karthik,Kolkata Knight Riders,74000000,7.4,759500000.0,75.95,60500000.0,6.05
2019,244639,Harry Gurney,Kolkata Knight Riders,7500000,0.75,759500000.0,75.95,60500000.0,6.05
2019,12454,Joe Denly,Kolkata Knight Riders,10000000,1.0,759500000.0,75.95,60500000.0,6.05
2019,1070188,Kamlesh Nagarkoti,Kolkata Knight Riders,32000000,3.2,759500000.0,75.95,60500000.0,6.05
2019,559235,Kuldeep Yadav,Kolkata Knight Riders,58000000,5.8,759500000.0,75.95,60500000.0,6.05
2019,493773,Lockie Ferguson,Kolkata Knight Riders,16000000,1.6,759500000.0,75.95,60500000.0,6.05
2019,554700,Nikhil Naik,Kolkata Knight Riders,2000000,0.2,759500000.0,75.95,60500000.0,6.05
2019,604527,Nitish Rana,Kolkata Knight Riders,34000000,3.4,759500000.0,75.95,60500000.0,6.05
2019,32966,Piyush Chawla,Kolkata Knight Riders,42000000,4.2,759500000.0,75.95,60500000.0,6.05
2019,917159,Prasidh Krishna,Kolkata Knight Riders,2000000,0.2,759500000.0,75.95,60500000.0,6.05
2019,1121579,Prithvi Raj,Kolkata Knight Riders,2000000,0.2,759500000.0,75.95,60500000.0,6.05
2019,723105,Rinku Singh,Kolkata Knight Riders,8000000,0.8,759500000.0,75.95,60500000.0,6.05
2019,35582,Robin Uthappa,Kolkata Knight Riders,64000000,6.4,759500000.0,75.95,60500000.0,6.05
2019,1079848,Shivam Mavi,Kolkata Knight Riders,30000000,3.0,759500000.0,75.95,60500000.0,6.05
2019,279862,Shrikant Mundhe,Kolkata Knight Riders,2000000,0.2,759500000.0,75.95,60500000.0,6.05
2019,1070173,Shubman Gill,Kolkata Knight Riders,18000000,1.8,759500000.0,75.95,60500000.0,6.05
2019,230558,Sunil Narine,Kolkata Knight Riders,125000000,12.5,759500000.0,75.95,60500000.0,6.05
2019,450860,Adam Milne,Mumbai Indians,7500000,0.75,789500000.0,78.95,30500000.0,3.05
2019,333904,Aditya Tare,Mumbai Indians,2000000,0.2,789500000.0,78.95,30500000.0,3.05
2019,851261,Anmolpreet Singh,Mumbai Indians,8000000,0.8,789500000.0,78.95,30500000.0,3.05
2019,1079839,Anukul Roy,Mumbai Indians,2000000,0.2,789500000.0,78.95,30500000.0,3.05
2019,537126,Barinder Sran,Mumbai Indians,34000000,3.4,789500000.0,78.95,30500000.0,3.05
2019,230371,Ben Cutting,Mumbai Indians,22000000,2.2,789500000.0,78.95,30500000.0,3.05
2019,431901,Evin Lewis,Mumbai Indians,38000000,3.8,789500000.0,78.95,30500000.0,3.05
2019,625371,Hardik Pandya,Mumbai Indians,110000000,11.0,789500000.0,78.95,30500000.0,3.05
2019,720471,Ishan Kishan,Mumbai Indians,62000000,6.2,789500000.0,78.95,30500000.0,3.05
2019,272477,Jason Behrendorff,Mumbai Indians,10000000,1.0,789500000.0,78.95,30500000.0,3.05
2019,625383,Jasprit Bumrah,Mumbai Indians,70000000,7.0,789500000.0,78.95,30500000.0,3.05
2019,447587,Jayant Yadav,Mumbai Indians,5000000,0.5,789500000.0,78.95,30500000.0,3.05
2019,230559,Kieron Pollard,Mumbai Indians,54000000,5.4,789500000.0,78.95,30500000.0,3.05
2019,471342,Krunal Pandya,Mumbai Indians,88000000,8.8,789500000.0,78.95,30500000.0,3.05
2019,49758,Lasith Malinga,Mumbai Indians,20000000,2.0,789500000.0,78.95,30500000.0,3.05
2019,1081442,Mayank Markande,Mumbai Indians,2000000,0.2,789500000.0,78.95,30500000.0,3.05
2019,319439,Mitchell McClenaghan,Mumbai Indians,10000000,1.0,789500000.0,78.95,30500000.0,3.05
2019,652359,Pankaj Jaiswal,Mumbai Indians,2000000,0.2,789500000.0,78.95,30500000.0,3.05
2019,379143,Quinton de Kock,Mumbai Indians,28000000,2.8,789500000.0,78.95,30500000.0,3.05
2019,1064812,Rahul Chahar,Mumbai Indians,19000000,1.9,789500000.0,78.95,30500000.0,3.05
2019,1161489,Rasikh Salam,Mumbai Indians,2000000,0.2,789500000.0,78.95,30500000.0,3.05
2019,34102,Rohit Sharma,Mumbai Indians,150000000,15.0,789500000.0,78.95,30500000.0,3.05
2019,422342,Siddhesh Lad,Mumbai Indians,2000000,0.2,789500000.0,78.95,30500000.0,3.05
2019,446507,Suryakumar Yadav,Mumbai Indians,32000000,3.2,789500000.0,78.95,30500000.0,3.05
2019,36084,Yuvraj Singh,Mumbai Indians,10000000,1.0,789500000.0,78.95,30500000.0,3.05
2019,277916,Ajinkya Rahane,Rajasthan Royals,40000000,4.0,748500000.0,74.85,71500000.0,7.15
2019,1126227,Aryaman Birla,Rajasthan Royals,3000000,0.3,748500000.0,74.85,71500000.0,7.15
2019,500268,Ashton Turner,Rajasthan Royals,5000000,0.5,748500000.0,74.85,71500000.0,7.15
2019,311158,Ben Stokes,Rajasthan Royals,125000000,12.5,748500000.0,74.85,71500000.0,7.15
2019,277955,Dhawal Kulkarni,Rajasthan Royals,7500000,0.75,748500000.0,74.85,71500000.0,7.15
2019,559066,Ish Sodhi,Rajasthan Royals,5000000,0.5,748500000.0,74.85,71500000.0,7.15
2019,390484,Jaydev Unadkat,Rajasthan Royals,84000000,8.4,748500000.0,74.85,71500000.0,7.15
2019,669855,Jofra Archer,Rajasthan Royals,72000000,7.2,748500000.0,74.85,71500000.0,7.15
